,0,1,2,3,4
50,"Walking across the sitting-room, I turn the television off Sitting beside you, I look into your eyes As the sound of motorcars fades in the night time I swear I saw your face change, it didn't seem quite right And it's hello babe, with your guardian eyes so blue  Hey my baby, don't you know our love is true Coming closer with our eyes, a distance falls around our bodies Out in the garden, the moon seems very bright Six saintly shrouded men move across the lawn slowly The seventh walks in front with a cross held high in hand And it's hey babe your supper's waiting for you Hey my baby, don't you know our love is true? I've been so far from here Far from your warm arms It's good to feel you again It's been a long long time Hasn't it?  I know a farmer who looks after the farm With water clear, he cares for all his harvest I know a fireman who looks after the fire You, can't you see he's fooled you all Yes, he's here again Can't you see he's fooled you all? Share his peace, sign the lease He's a supersonic scientist He's the guaranteed eternal sanctuary man Look, look into my mouth he cries And all the children lost down many paths I bet my life you'll walk inside  Hand in hand Gland in gland  With a spoonful of miracle He's the guaranteed eternal sanctuary We will rock you, rock you little snake We will keep you snug and warm Wearing feelings on our faces while our faces took a rest We walked across the fields to see the children of the West But we saw a host of dark skinned warriors standing still below the ground Waiting for battle The fight's begun, they've been released Killing foe for peace, bang, bang, bang Bang, bang, bang And they've given me a wonderful potion 'Cause I cannot contain my emotion And even though I'm feeling good Something tells me I'd better activate my prayer capsule Today's a day to celebrate, the foe have met their fate The order for rejoicing and dancing has come from our warlord Wandering in the chaos the battle has left We climb up the mountain of human flesh To a plateau of green grass, and green trees full of life A young figure sits still by a pool He's been stamped ""Human Bacon"" by some butchery tool He is you Social Security took care of this lad We watch in reverence, as Narcissus is turned to a flower A flower?  If you go down to Willow Farm To look for butterflies, flutterbyes, gutterflies Open your eyes, it's full of surprise Everyone lies like the fox on the rocks And the musical box Oh, there's Mum and Dad, and good and bad And everyone's happy to be here There's Winston Churchill dressed in drag He used to be a British flag, plastic bag, what a drag The frog was a prince The prince was a brick, the brick was an egg, the egg was a bird  (Fly away you sweet little thing, they're hard on your tail)  Hadn't you heard? (they're going to change you into a human being!)  Yes, we're happy as fish and gorgeous as geese And wonderfully clean in the morning We've got everything, we're growing everything We've got some in, we've got some out  We've got some wild things floating about  Everyone, we're changing everyone You name them all, we've had them here And the real stars are still to appear (All change!)  Feel your body melt Mum to mud to mad to dad  Dad diddley office, Dad diddley office You're all full of ball Dad to dam to dumb to mum  Mum diddley washing, Mum diddley washing You're all full of ball Let me hear your lies, we're living this up to the eyes Ooh, aah, na-na-na  Momma I want you now And as you listen to my voice To look for hidden doors, tidy floors, more applause You've been here all the time Like it or not, like what you got You're under the soil (the soil, the soil) Yes, deep in the soil (the soil, the soil, the soil!) So we'll end with a whistle and end with a bang  And all of us fit in our places With the guards of Magog, swarming around The Pied Piper takes his children underground Dragons coming out of the sea Shimmering silver head of wisdom looking at me He brings down the fire from the skies You can tell he's doing well by the look in human eyes Better not compromise, it won't be easy 666 is no longer alone He's getting out the marrow in your backbone And the seven trumpets blowing sweet rock and roll Gonna blow right down inside your soul Pythagoras with the looking glass reflects the full moon In blood, he's writing the lyrics of a brand-new tune And it's hey babe, with your guardian eyes so blue Hey my baby, don't you know our love is true? I've been so far from here, far from your loving arms Now I'm back again And babe, it's gonna work out fine Can't you feel our souls ignite? Shedding ever-changing colours In the darkness of the fading night Like the river joins the ocean As the germ in a seed grows  We have finally been freed to get back home There's an angel standing in the sun And he's crying with a loud voice ""This is the supper of the mighty one"" Lord of Lords, King of Kings Has returned to lead his children home To take them to the new Jerusalem",,,,
51,"God knows you're lonely souls God knows you're lonely souls God knows you're lonely souls Yeah, yeah I believe there's a time and a place To let your mind drift and get out of this place I believe there's a day and a place That we will go to, and I know you want to share. There's no secret to living (There's no secret to living) Just keep on walking There's no secret to dying (There's no secret to dying) Just keep on flying. I'm gonna die in a place that don't know my name I'm gonna die in a space that don't hold my fame. God knows you're lonely souls God knows you're lonely souls. I believe there's a time when the cord of life Should be cut, my friends (Cut the cord, my friend) I believe there's a time when the cord can be cut And this vision ends (Let this vision end). But I'm gonna die in a place that don't know my name And I'm gonna cry in a space that don't hold my fame. Walking in the cold Just keep on flying There'll be a searchlight On the mountain high God knows you're lonely souls God knows you're lonely souls God knows you're lonely souls God knows you're lonely souls Yeah yeah yeah yeah yeah I'm a lonely soul. I'm gonna die in a place that don't know my name I'm gonna die in a place that don't know my name. God knows you are lonely souls Lonely souls Lonely souls Lonely souls I'm a lonely soul. So long, little chapel Pack up your light Pack up your light Say goodbye to the holy water life Ohhh... Ahhh...",,,,
52,,,,,
53,"I'm an outsider, outside of everything I'm an outsider, outside of everything I'm an outsider, outside of everything Everything you know Everything you know It disturbs me so I'm an outsider, outside of everything I'm an outsider, outside of everything I'm an outsider, outside of everything Everything you know Everything you know It disturbs me so Everybody tried to push me, push me around Everybody tried to put me, tried to put me down All messed up, hey everyone I've already had all my fun More troubles are gonna come I've already had all my fun Oh yeah, yeah, yeah Everybody tried to push me, push me around Everybody tried to put me, tried to put me down I'm an outsider, outside of everything I'm an outsider, outside of everything I'm an outsider, outside of everything Everything you know Everything you know It disturbs me so",,,,
54,,,,,
55,"We passed upon the stair We spoke of was and when Although I wasn't there He said I was his friend Which came as a surprise I spoke into his eyes I thought you died alone A long long time ago Oh no, not me We never lost control You're face to face With the man who sold the world I laughed and shook his hand And made my way back home I searched for form and land For years and years I roamed I gazed a gazeless stare We walked a million hills I must have died alone A long, long time ago Who knows? Not me I never lost control You're face to face With the man who sold the world Who knows? Not me We never lost control You're face to face With the man who sold the world",,,,
56,,,,,
57,"And the men who hold high places Must be the ones who start To mold a new reality Closer to the heart  Closer to the heart The blacksmith and the artist Reflect it in their art They forge their creativity Closer to the heart  Yes closer to the heart Philosophers and plowmen Each must know his part To sow a new mentality Closer to the heart  Yes closer to the heart, yeah, oh Whoa whoa You can be the captain And I will draw the chart Sailing into destiny Closer to the heart Closer to the heart Well closer to the heart, yeah Closer to the heart Closer to the heart I said closer to the heart Well closer to the heart, yeah Closer to your heart Closer to your heart, whoa",,,,
58,,,,,
59,,,,,
60,,,,,
61,"I awoke this morning Love laid me down by a river. Drifting I turned on upstream Bound for my forgiver. In the giving of my eyes to see your face. Sound did silence me Leaving no trace. I beg to leave, to hear your wonderous stories. Beg to hear your wonderous stories. He spoke of lands not far Or lands they were in his mind. Of fusion captured high Where reason captured his time. In no time at all he took me to the gate. In haste I quickly checked the time. If I was late I had to leave to hear your wonderous stories. Had to hear your wonderous stories. Hearing Hearing Hearing your wonderous stories. Hearing your wonderous stories. It is no lie I can see deeply into the future. Imagine everything You're close And were you there to stand So cautiously at first and then so high. As he spoke my spirit climbed into the sky. I bid it to return To hear your wonderous stories. Return to hear your wonderous stories. Hearing, Hearing, Hearing, Hearing, Hearing,",,,,
62,,,,,
63,"I was just a little girl Skinny legs, a press and curl My mother always thought I'd be a star But way before my record deal, The streets that nurtured Lauryn Hill Made sure that I'd never go too far Every ghetto, every city and suburban place I've been Make me recall my days in the New Jerusalem Story starts at Hootaville grew up next to Ivy Hill When kids were stealing quartervilles for fun Kill the guy in Carter park Rode a Mongoose 'til it's dark Watching kids show off the stolen ones Every ghetto, every city and suburban place I've been Make me recall my days in New Jerusalem You know it's hot, don't forget what you've got Looking back, Looking back, looking back, looking back You know it's hot, don't forget what you've got Looking back Looking back, looking back, looking back A bag of Bontons, twenty cents and a nickel Springfield Ave. had the best popsicles Saturday morning cartoons and Kung-Fu Main street roots tonic with the dreds A beef patty and some coco bread Move the patch from my Lees to the tongue of my shoe 'Member Frelng-Huysen used to have the bomb leather Back when Doug Fresh and Slick Rick were together Looking at the crew, we thought we'd all live forever You know it's hot, don't forget what you've got Looking back Looking back, looking back, looking back You know it's hot, don't forget what you've got Looking back Looking back, looking back, looking back Drill teams on Munn street Remember when Hawthorne and Chancellor had beef Moving Records was on Central Ave. I was there at dancing school South Orange Ave. at Borlin pool Unaware of what we didn't have Writing your friends' names on your jeans with a marker July 4th races off of Parker Fireworks at Martin stadium The Untouchable P.S.P., where all them crazy niggas be And car thieves got away through Irvington Hillside brings beef with the cops Self-Destruction record drops And everybody's name was Muslim Sensations and '88 attracted kids from out-of-state And everybody used to do the wop Jack, Jack, Jack ya body Nah, the Biz Mark used to amp up the party I wish those days, they didn't stop Every ghetto, every city and suburban place I've been Make me recall my days in New Jerusalem You know it's hot, don't forget what you've got Looking back Looking back, looking back, looking back You know it's hot, don't forget what you've got Looking back Looking back, looking back, looking back You know it's hot, don't forget what you've got Looking back Looking back, looking back, looking back Looking back, looking back, looking back Looking back, looking back, looking back Looking back, looking back, looking back Looking back, looking back, looking back Looking back, looking back, looking back",,,,
64,,,,,
65,"A lonely mother gazing out of her window Staring at a son that she just can't touch If at any time he's in a jam she'll be by his side But he doesn't realize he hurts her so much But all the praying just ain't helping at all 'Cause he can't seem to keep his self out of trouble So, he goes out and he makes his money the best way he know how Another body laying cold in the gutter Listen to me Don't go chasing waterfalls Please stick to the rivers and the lakes that you're used to I know that you're gonna have it your way or nothing at all But I think you're moving too fast Little precious has a natural obsession for temptation But he just can't see She give him loving that his body can't handle But all he can say is, ""Baby, it's good to me"" One day he goes and takes a glimpse in the mirror But he doesn't recognize his own face His health is fading and he doesn't know why Three letters took him to his final resting place Y'all don't hear me Don't go chasing waterfalls Please stick to the rivers and the lakes that you're used to I know that you're gonna have it your way or nothing at all But I think you're moving too fast I seen rainbow yesterday But too many storms have come and gone Leavin' a trace of not on God-given ray Is it because my life is ten shades of gray I pray all ten fade away Seldom praise Him for the sunny days And like his promise is true Only my faith can undo The many chances I blew To bring my life to anew Clear blue and unconditional skies Have dried the tears from my eyes No more lonely cries My only bleedin' hope Is for the folk who can't cope Wit such an endurin' pain That it keeps 'em in the pourin' rain Who's to blame For tootin' caine in your own vein What a shame You shoot and aim for someone else's brain You claim the insane And name this day in time For fallin prey to crime I say the system got you victim to your own mind Dreams are hopeless aspirations In hopes of comin' true Believe in yourself The rest is up to me and you Don't go chasing waterfalls Please stick to the rivers and the lakes that you're used to I know that you're gonna have it your way or nothing at all But I think you're moving too fast Don't go chasing waterfalls Please stick to the rivers and the lakes that you're used to I know that you're gonna have it your way or nothing at all But I think you're moving too fast",,,,
66,"Any way you want it You can call me any day, hey-hey-hey Any way you want it You can always hear me say, hey-hey-hey It's all right (it's all right) It's all right (it's all right) It's all right (it's all right) It's all right (it's all) Any way you want it That's the way it will be You don't want money You don't want a diamond ring, hey-hey-hey You say you want my lovin' More than any other thing, hey-hey-hey It's all right (it's all right) It's all right (it's all right) It's all right (it's all right) It's all right (it's all) Any way you want it That's the way it will be Any way, any way you want it That's all right by me Any way, any way you want it That's the way it will be Any way you want it You can call me any day, hey-hey-hey Any way you want it You can always hear me say, hey-hey-hey It's all right (it's all right) It's all right (it's all right) It's all right (it's all right) It's all right (it's all) Any way you want it That's the way it will be Any way, any way you want it That's all right by me Any way, any way you want it That's the way it will be Any way you want it You can call me any day, hey-hey-hey Any way you want it You can always hear me say, hey-hey-hey It's all right (it's all right) It's all right (it's all right) It's all right (it's all right) It's all right (it's all) Any way you want it That's the way it will be That's the way it will be That's the way it will be That's the way it will be",,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,Baby I'm wasted All I wanna do is drive home to you Baby I'm faded All I wanna do is take you downtown Baby I'm wasted All I wanna do is drive home to you Baby I'm faded All I wanna do is take you downtown Baby Baby I'm wasted All I wanna do is drive home to you Baby I'm faded All I wanna do is take you downtown Baby I'm wasted All I wanna do is drive home to you Baby I'm faded All I wanna do is take you downtown Baby I'm wasted All I wanna do is drive home to you Baby I'm faded All I wanna do is take you downtown Baby I'm wasted All I wanna do is drive home to you Baby I'm faded All I wanna do is take you downtown Baby,,,,
74,,,,,
75,,,,,
76,,,,,
