,0,1,2,3,4
16,"I've been caught stealing Once when I was 5 I enjoy stealing It's just as simple as that Well, it's just a simple fact When I want something, I don't want to pay for it I walk right through the door Walk right through the door Hey all right! If I get by, it's mine Mine all mine! My girl, she's one too She'll go and get her a shirt Stick it under her skirt She grabbed a razor for me And she did it just like that When she wants something, she don't want to pay for it She walk right through the door Walk right through the door Hey all right! If I get by, it's mine Mine all mine! We sat around the pile We sat and laughed We sat and laughed and waved it into the air! And we did it just like that When we want something, we don't want to pay for it We walk right through the door Walk right through the door Hey, all right! If I get by, it's mine, mine, mine, mine, mine, mine, mine. . .","Look out of any window Any morning, any evening, any day Maybe the sun is shining Birds are winging or Rain is falling from a heavy sky, What do you want me to do, To do for you to see you through? For this is all a dream we dreamed  One afternoon long ago  Walk out of any doorway Feel your way, feel your way Like the day before Maybe you'll find direction Around some corner Where it's been waiting to meet you, What do you want me to do, To watch for you while you're sleeping? Well please don't be surprised When you find me dreaming too Look into any eyes You find by you, you can see  Clear through to another day Maybe been seen before  Through other eyes on other days  While going home, What do you want me to do, To do for you to see you through? It's all a dream we dreamed  One afternoon long ago Walk into splintered sunlight Inch your way through dead dreams To another land Maybe you're tired and broken Your tongue is twisted With words half spoken  And thoughts unclear What do you want me to do To do for you to see you through A box of rain will ease the pain  And love will see you through Just a box of rain, Wind and water, Believe it if you need it, If you don't just pass it on Sun and shower, Wind and rain, In and out the window Like a moth before a flame And it's just a box of rain I don't know who put it there Believe it if you need it Or leave it if you dare And it's just a box of rain Or a ribbon for your hair Such a long long time to be gone  And a short time to be there",,,
17,"Jane says, ""I'm done with Sergio"" He treats me like a ragdoll"" She hides the television Says, ""I don't owe him nothing, but if he comes back again Tell him to wait right here for me or,  Try again tomorrow I'm gonna kick tomorrow I'm gonna kick tomorrow"" Jane says ""have you seen my wig around"" ""I feel naked without it"" She knows they all want her to go That's okay man she don't like them anyway Jane says, ""I'm going away to Spain When I get my money saved I'm gonna start tomorrow I'm gonna kick tomorrow I'm gonna kick tomorrow"" She gets mad and she starts to cry Takes a swing but she can't hit! She don't mean to harm She just don't know what else to do about it Jane goes to the store at eight She walks up on St. Andrews She waits and gets her dinner there She pulls her dinner from her pocket Jane says, ""I've never been in love"" No, she don't know what it is She only knows if someone wants her ""I want 'em if they want me I only know they want me"" Jane says. . .Jane says. . .",,,,
18,,,,,
19,,,,,
20,,,,,
21,You took my hand You showed me how You promised me you'd be around Uh huh That's right I took your words And I believed In everything You said to me Yeah huh That's right If someone said three years from now You'd be long gone I'd stand up and punch them out 'Cause they're all wrong I know better 'Cause you said forever And ever Who knew Remember when we were such fools And so convinced and just too cool Oh no No no I wish I could touch you again I wish I could still call you friend I'd give anything When someone said count your blessings now For they're long gone I guess I just didn't know how I was all wrong They knew better Still you said forever And ever Who knew Yeah yeah I'll keep you locked in my head Until we meet again Until we Until we meet again And I won't forget you my friend What happened If someone said three years from now You'd be long gone I'd stand up and punch them out 'Cause they're all wrong and That last kiss I'll cherish Until we meet again And time makes It harder I wish I could remember But I keep Your memory You visit me in my sleep My darling Who knew My darling My darling Who knew My darling I miss you My darling Who knew Who knew,,,,
22,"I took my troubles down to Madame Rue You know that gypsy with the gold-capped tooth She's got a pad on Thirty-Fourth and Vine Sellin' little bottles of Love Potion Number Nine I told her that I was a flop with chicks I've been this way since ninteen-fifty-six She looked at my palm and she made a magic sign She said ""what you need is Love Potion Number Nine"" She bent down and turned around and gave me a wink She said ""I'm gonna mix it up right here in the sink"" It smelled like turpentine, it looked like India ink I held my nose, I closed my eyes, I took a drink I didn't know it was day or night I started kissin' everything in sight But when I kissed a cop at Thirty-Fourth and Vine He broke my little bottle of Love Potion Number Nine I held my nose, I closed my eyes, I took a drink I didn't know it was day or night I started kissin' everything in sight I had so much fun that I'm going back again I wonder what happen with love potion number ten? Love Potion Number Nine Love Potion Number Nine Love Potion Number Nine",,,,
23,,,,,
24,"We are driving on the Autobahn  In front of us is a wide valley  The sun is shining with glittering rays  The driving strip is a grey track  White stripes, green edge  We are switching the radio on  From the speaker it sounds:  We are driving on the Autobahn ",,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,"One, two, three and to the fo' Snoop Doggy Dogg and Dr. Dre is at the do' Ready to make an entrance, so back on up ('Cause you know about to rip shit up) Gimme the microphone first, so I can bust like a bubble Compton and Long Beach together, now you know you in trouble Ain't nothin' but a ""G"" thang, baby! Two loc'ed out niggas so we're crazy! Death Row is the label that pays me! Unfadeable, so please don't try to fade this (Hell yeah) But uh, back to the lecture at hand Perfection is perfected, so I'ma let 'em understand From a young G's perspective And before me dig out a bitch I have to find a contraceptive You never know she could be earnin' her man And learnin' her man, and at the same time burnin' her man Now you know I ain't with that shit, Lieutenant Ain't no pussy good enough to get burnt while I'm up in it (Yeah) And that's realer than Real-Deal Holyfield And now you hooka's and ho's know how I feel Well if it's good enough to get broke off a proper chunk I'll take a small piece of some of that funky stuff It's like this and like that and like this and uh It's like that and like this and like that and uh It's like this and like that and like this and uh Dre, creep to the mic like a phantom Well I'm peepin', and I'm creepin', and I'm creep-in' But I damn near got caught, 'cause my beeper kept beepin' Now it's time for me to make my impression felt So sit back, relax, and strap on your seatbelt You never been on a ride like this before With a producer who can rap and control the maestro At the same time with the dope rhyme that I kick You know, and I know, I flow some ol' funky shit To add to my collection, the selection Symbolizes dope, take a toke, but don't choke If you do, you'll have no clue On what me and my homey Snoop Dogg came to do It's like this and like that and like this and uh It's like that and like this and like that and uh It's like this And who gives a fuck about those? So just chill, 'til the next episode Fallin' back on that ass, with a hellified gangsta lean Gettin' funky on the mic like a ol' batch of collard greens It's the capital S, oh yes I'm fresh, N double-O P D O double-G Y, D O double-G, ya see Showin' much flex when it's time to wreck a mic Pimpin' hoes and clockin' a grip like my name was Dolomite Yeah, and it don't quit I think they in the mood for some motherfuckin' G shit (Hell yeah) So Dre, (What up Dog?) Gotta give 'em what they want (What's that, G?) We gotta break 'em off somethin' (Hell yeah) And it's gotta be bumpin' (City of Compton!) It's where it takes place, so when asked, yo' attention Mobbin' like a motherfucker, but I ain't lynchin' Droppin' the funky shit that's makin' the sucker niggas mumble When I'm on the mic, it's like a cookie, they all crumble Try to get close, and your ass'll get smacked My motherfuckin' homie Doggy Dogg has got my back Never let me slip, 'cause if I slip, then I'm slippin' But if I got my Nina, then you know I'm straight trippin' And I'ma continue to put the rap down, put the mack down And if your bitches talk shit, I'll have to put the smack down Yeah, and you don't stop I told you I'm just like a clock when I tick and I tock But I'm never off, always on, to the break of dawn C-O-M-P-T-O-N, and the city they call Long Beach Puttin' the shit together Like my nigga D.O.C., ""No One Can Do It Better"" Like this, that and this and uh It's like that and like this and like that and uh It's like this And who gives a fuck about those? So just chill, 'til the next episode",,,,
31,,,,,
32,"La-da-da-da-dah It's the motherfuckin' D-O-double-G (Snoop Dogg!) La-da-da-da-dah You know I'm mobbin' with the D.R.E. (Yeah yeah yeah You know who's back up in this motherfucker!) What what what what? (So blaze the weed up then!) Blaze it up, blaze it up! (Just blaze that shit up nigga, yeah, 'sup Snoop??) Top Dogg, bite em all, nigga burn the shit up D-p-g-c my nigga turn that shit up C-p-t, L-B-C, yeah we hookin' back up And when they bang this in the club baby you got to get up Thug niggaz drug dealers yeah they givin it up Lowlife, yo' life, boy we livin' it up Takin' chances while we dancin' in the party fo' sho' Slip my hoe a forty-fo' and she got in the back do' Bitches lookin at me strange but you know I don't care Step up in this motherfucker just a-swangin' my hair Bitch quit talkin, crip walk if you down with the set Take a bullet with some dick and take this dope from this jet Out of town, put it down for the Father of Rap And if yo' ass get cracked, bitch shut yo' trap Come back, get back, that's the part of success If you believe in the S you'll be relievin' your stress La-da-da-da-dah It's the motherfuckin' D.R.E. (Dr. Dre motherfucker!) La-da-da-da-dahh You know I'm mobbin' with the D-O-double-G Straight off the fuckin streets of C-P-T King of the beats you ride to em in your Fleet (Fleetwood) Or Coupe DeVille rollin' on dubs How you feelin' whoopty whoop nigga whut? Dre and Snoop chronic'ed out in the 'llac With Doc in the back, sippin' on 'gnac (yeah) Clip in the strap, dippin' through hoods (what hoods?) Compton, Long Beach, Inglewood! South Central out to the Westside (wessyde) It's California Love, this California bud got a nigga gang of pub I'm on one, I might bail up in the Century Club With my jeans on, and my team strong Get my drink on, and my smoke on Then go home with, somethin' to poke on (whassup bitch?) Loc it's on for the two-triple-oh Comin' real, it's the next episode Hold up, wait For my niggaz who be thinkin' we soft We don't, play We gon' rock it til the wheels fall off Hold up, hey For my niggaz who be actin too bold Take a seat Hope you ready for the next episode Hey ey Smoke weed everday!",,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,"Taking it slow, saving up she Before she knows it, all I ask before she goes home She's tired of cryin' and sick of his lies She's suffered him for far too many years of her life Feeling low, and scared that he'll say Do you know how over time you drove her away Saving up for, the day when she goes The day that she stands up For everything that she chose (She can say, she can say, she can say She can say, she can say, she can say Who knows what shes gonna say) Saving up for, the day when she goes The day that she stands up For everything that she chose Takin' the kids, drivin' away Turn around the life she let him siphon away And I've been with you, for all of these years Tell you what I've got to show for all of my tears The times you hurt me, and treated me wrong Something had to give to stop this thing from going on (She can say, she can say, she can say She can say, she can say, she can say Who knows what shes gonna say) (She can say, she can say, she can say She can say, she can say, she can say Who knows what shes gonna say) She's tired of crying, and sick of his lies She's suffered him for far too many years of her life And feeling low, and scared that he'll say Do you know how over time you drove her away",,,,
38,,,,,
39,,,,,
40,,,,,
41,"Have you ever felt the future is the past, but you don't know how? A reflected dream of a captured time, is it really now, is it really happening? Don't know why I feel this way, have I dreamt this time, this place? Something vivid comes again into my mind And I think I've seen your face, seen this room, been in this place Something vivid comes again into my mind All my hopes and expectations, looking for an explanation Have I found my destination? I just can't take no more The dream is true, the dream is true The dream is true, the dream is true Think I've heard your voice before, think I've said these words before Something makes me feel I just might lose my mind Am I still inside my dream? Is this a new reality Something makes me feel that I have lost my mind All my hopes and expectations, looking for an explanation Coming to the realization that I can't see for sure I only dream in black and white, I only dream cause I'm alive I only dream in black and white, to save me from myself I only dream in black and white, I only dream cause I'm alive I only dream in black and white, please save me from myself The dream is true, the dream is true The dream is true, the dream is true I get up put on the light, dreading the oncoming night Scared to fall asleep and dream the dream again Nothing that I contemplate, nothing that I can compare To letting loose the demons deep inside my head Dread to think what might be stirring, that my dream is reoccurring Got to keep away from drifting, saving me from myself I only dream in black and white, I only dream cause I'm alive I only dream in black and white, to save me from myself I only dream in black and white, I only dream cause I'm alive I only dream in black and white, to save me from myself Lost in a dream of mirrors, lost in a paradox Lost and time is spinning, lost a nightmare I retrace Lost a hell that I revisit, lost another time and place Lost a parallel existence, lost a nightmare I retrace I only dream in black and white, I only dream cause I'm alive I only dream in black and white, to save me from myself I only dream in black and white, I only dream cause I'm alive I only dream in black and white, to save me from myself I only dream in black and white, I only dream cause I'm alive I only dream in black and white, to save me from myself I only dream in black and white, I only dream cause I'm alive I only dream in black and white, to save me from myself The dream is true, the dream is true The dream is true, the dream is true",,,,
42,"The dwarves of Lork are showing all their honour When you walk on the Gandor secret hill The dance for fire and wind And the stories about old kings Are pleasing our brave lords Down in the village of dwarves The elves are playing under timeless willows While blue and red paint all my beloved land The dance for fire and wind And the stories about old kings Are pleasing our brave lords Down in the village of dwarves The eagle's eye is hiding something tragic But in this night the red wine rules in me The dance for fire and wind And the stories about old kings Are pleasing our brave lords Down in the village of dwarves And all night long me Arwald and Aresius We speak, we laugh, we honor our king The dance for fire and wind And the stories about old kings Are pleasing our brave lords Down in the village of dwarves And time has come now to ride Before the end of the night The march of the swordmaster To the unholy fight",,,,
43,,,,,
44,,,,,
45,"We hear you're leaving, that's okay I thought our little wild time had just begun I guess you kind of scared yourself, you turn and run But if you have a change of heart Rikki don't lose that number You don't want to call nobody else Send it off in a letter to yourself Rikki don't lose that number It's the only one you own You might use it if you feel better When you get home I have a friend in town, he's heard your name We can go out driving on Slow Hand Row We could stay inside and play games, I don't know And you could have a change of heart Rikki don't lose that number You don't want to call nobody else Send it off in a letter to yourself Rikki don't lose that number It's the only one you own You might use it if you feel better When you get home You tell yourself you're not my kind But you don't even know your mind And you could have a change of heart Rikki don't lose that number You don't want to call nobody else Send it off in a letter to yourself Rikki don't lose that number It's the only one you own You might use it if you feel better When you get home",,,,
46,,,,,
47,"Oh oh people of the earth Listen to the warning The Seer he said Beware the storm that gathers here Listen to the wise man I dreamed I saw on a moonlit stair Spreading his hands on the multitude there A man who cried for a love gone stale And ice cold hearts of charity bare I watched as fear took the old men's gaze Hopes of the young in troubled graves I see no day, I heard him say So grey is the face of every mortal Oh oh people of the earth Listen to the warning The prophet he said For soon the cold of night will fall Summoned by your own hand Oh oh children of the land Quicken to the new life Take my hand Oh, fly and find the new green bough Return like the white dove He told of death as a bone white haze Taking the lost and the unloved babe Late, too late, all the wretches run These kings of beasts now counting their days From mother's love is the son estranged Married his own his precious gain The earth will shake in two will break And death all around will be your dow'ry Oh oh people of the earth Listen to the warning, the seer, he said For those who hear and mark my words Listen to the good plan Oh oh oh oh and two by two my human zoo They'll be Running for to come Running for to come Out of the rain Oh, flee for your life Who heed me not, let all your treasure make you Oh, fear for your life Deceive you not the fires of hell will take you Should death await you Oh, oh, people can you hear me (oh, oh, people can you hear me) (Oh, oh, people can you hear me) And now I know (now I know) (now I know) And now  I know (now I know) (now I know) Now I know that you can hear me (now I know that you can hear me) And now I know (now I know) (now I know) Now I know (now I know) (now I know) Now I know (now I know) (now I know) Now I know (now I know) (now I know) The Earth will shake in two will break in two will Shake in two will break in two Doubts all around around around around around around around around Now I know (now I know) (now I know) Now I know (now I know) (now I know) Now I know (now I know) (now I know) Now I know (now I know) (now I know) Wow ooh wow ooh wow ooh wow ooh wow ooh wow ooh wow ooh wow ooh Listen to the wise (listen to the wise) (listen to the wise) Listen to the wise (listen to the wise) (listen to the wise) Listen to the wise man (listen to the wise man) (listen to the wise man) Laa laa la la la la laa laa (laa laa  la la la la laa laa) La la la la laa laa (la la la la laa laa) La la la la laa laa (la la la la laa laa) La la la la laa laa (la la la la laa laa) La la la la laa laa (la la la la laa laa) La la la la laa laa (la la la la laa laa) La la la la laa laa (la la la la laa laa) La la laa laa (la la laa laa) La la laa laa (la la laa laa) La la (la la) La la (la la) La la (la la) Come here (come here) I you come here (I you come here) I you come here (I you come here) I you (ah) Aah (ah) Aha (aha) Aah (ah) Aha (aha) Listen to the mad (listen to the mad) Listen to the man (listen to the man) Listen to the mad (listen to the mad) Listen to the mad man (listen to the mad man) God give you the grace to purge this place And peace all around may be your fortune Oh oh children of the land Love is still the answer, take my hand The vision fades, a voice I hear Listen to the madman Oh, but still I fear and still I dare not Laugh at the madman",,,,
48,,,,,
49,"Home in the valley Home in the city Home isn't pretty Ain't no home for me Home in the darkness Home on the highway Home isn't my way Home will never be Burn out the day Burn out the night I can't see no reason to put up a fight I'm living for giving the devil his due And I'm burning, I'm burning, I'm burning for you I'm burning, I'm burning, I'm burning for you Time is the essence Time is the season Time ain't no reason Got no time to slow Time everlasting Time to play b-sides Time ain't on my side Time I'll never know Burn out the day Burn out the night I'm not the one to tell you what's wrong or what's right I've seen signs of what freezing their eyes went through Well I'm burning, I'm burning, I'm burning for you I'm burning, I'm burning, I'm burning for you Burn out the day Burn out the night I can't see no reason to put up a fight I'm living for giving the devil his due And I'm burning, I'm burning, I'm burning for you I'm burning, I'm burning, I'm burning for you I'm burning, I'm burning, I'm burning for you I'm burning, I'm burning, I'm burning for you",,,,
50,,,,,
51,,,,,
52,,,,,
53,"She's into superstitions Black cats and voodoo dolls I feel a premonition That girl's gonna make me fall She's into new sensation New kicks in the candlelight She's got a new addiction For every day and night She'll make you take your Clothes off and go dancing in the rain She'll make you live her crazy life But she'll take away your pain Like a bullet to your brain Upside inside out She's livin' la vida loca She'll push and pull you down Livin' la vida loca Her lips are devil red And her skin's the color of mocha She will wear you out Livin' la vida loca She's livin la vida loca Woke up in New York City In a funky cheap hotel She took my heart And she took my money She must've slipped me a sleepin' pill She never drinks the water And makes you order French champagne Once you've has a taste of her You'll never be the same Yeah, she'll make you go insane Upside inside out She's livin' la vida loca She'll push and pull you down Livin' la vida loca Her lips are devil red And her skin's the color of mocha She will wear you out Livin' la vida loca She's livin la vida loca She'll make you take your Clothes off and go dancing in the rain She'll make you live her crazy life Until you go insane No, you'll never be the same Upside inside out She's livin' la vida loca She'll push and pull you down Livin' la vida loca Her lips are devil red And her skin's the color of mocha She will wear you out Livin' la vida loca She's livin la vida loca Livin' la vida loca Livin' la vida loca Livin' la vida loca Upside inside out She's livin' la vida loca She'll push and pull you down Livin' la vida loca Her lips are devil red And her skin's the color of mocha She will wear you out Livin' la vida loca She's livin la vida loca Livin' la vida loca Livin' la vida loca Livin' la vida loca",,,,
54,,,,,
55,"One man one goal one mission, One heart one soul just one solution, One flash of light yeah one god one vision One flesh one bone, One true religion, One voice one hope, One real decision, Wowowowo gimme one vision No wrong no right, I'm gonna tell you there's no black and no white, No blood no stain, All we need is one world wide vision One flesh one bone, One true religion, One voice one hope, One real decision, Wowowowowowo I had a dream, When I was young, A dream of sweet illusion, A glimpse of hope and unity, And visions of one sweet union, But a cold wind blows, And a dark rain falls, And in my heart it shows, Look what they've done to my dream Vision, Give me your hands, Give me your hearts, I'm ready, There's only one direction, One world and one nation, Yeah one vision No hate no fight, Just excitation, All through the night, It's a celebration wowowowo yeah One one one One flesh one bone, One true religion, One voice one hope, One real decision Gimme one night, Gimme one hope, Just gimme, One man one man, One bar one night, One day hey hey, Just gimme gimme gimme Fried chicken",,,,
56,,,,,
57,,,,,
58,,,,,
59,,,,,
60,,,,,
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,"If you're out there all alone And you don't know where to go to Come and take a trip with me To future world And if you're running through your life And you don't know what the sense is Come and look how it could be in future world We all live in happiness our life is full of joy We say the world tomorrow without fear The feeling of togetherness is always at our side We love our life and we know we will stay 'Cause we all live In future world A world that's full of love Our future life will be glorious Come with me future world You say you'd like to stay But this is not your time Go back, find your own way to future world Life can be for living Just try and never give in Tell everyone the way of future world One day you'll live in happiness With a heart that's full of joy You'll say the world tomorrow without fear The feeling of togetherness will I be at your side You'll say you love your life and you'll know why 'Cause we all live in future world A world that's full of love Our future life will be glorious Come with me future world Scream it out We all live in future world A world that's full of love Our future life will be glorious Come with me  Come with me  Come with me future world",,,,
69,,,,,
70,,,,,
71,"Know me broken by my master Teach thee on child of love hereafter Into the flood again Same old trip it was back then So I made a big mistake Try to see it once my way Drifting body it's sole desertion Flying not yet quite the notion Into the flood again Same old trip it was back then So I made a big mistake Try to see it once my way Into the flood again Same old trip it was back then So I made a big mistake Try to see it once my way Am I wrong? Have I run too far to get home? Have I gone? And left you here alone? Am I wrong? Have I run too far to get home? Have I gone? And left you here alone? If I would, could you?",,,,
72,,,,,
73,,,,,
