,0,1,2,3,4
25,"You know we back, right? Clear the streets out Come on with it, ha-ha, Star Trak Niggas is haters, I'm doin' deals like the majors Ice Cream sneakers, I signed my first skater So you can pay three and buy yourself some Bapestas Bulletproof under t-shirts because they hate us Do like Snoop say step your game up Double-decker boat nigga, Meditterane up D-Class action cuts, tuck your chain up Liberace fingers, niggas hit Lorraine up Just last week, I was out in Aspen Me and Puff hoppin' off the plane, both us laughin' A week before that, I was out in Italy Italian heart throbs could not get rid of me Up in Donatella's crib, me and like ten hoes Call from the cell phone, give me that Enzo I know what your thinkin' yeah me too Okay everybody meet Mr. Me Too Been two years, like I was paddy wagon cruisin' The streets was yours, you're dunce cappin' and kazooin' I was just assumin' you'd keep the coke movin' But I got one question, fuck y'all been doin'? Pyrex stirs turned into Cavalli furs The full length cat, when I wave, the kitty purs All my niggas caked up, sellin' gray and beige dust Had that money right or end up in the trunk taped up We don't chase and duck, we only raise the bucks Peel money rolls 'til our thumbs get the paper cuts Chill retardo, South Beach Gallardo Teals started up, go brr like it's Nardo Women, if you love me, please let me know Tie rags around your neck and learn the sets we throw These are the days of our lives and I'm sorry to the fans But the crackers weren't playin' fair at Jive I know, I know, yeap yeah, you too Okay we get it, yeap yeah you too I know, I know, yeap yeah, you too Okay, everybody meet Mr. Me Too I know, I know, yeap yeah, you too Okay we get it, yeap yeah you too I know, I know, yeap yeah, you too Okay, everybody meet Mr. Me Too I know what you thinkin' why I call you Me Too? Cause everythin' I say, I got you sayin' me too I say I got a Benz, so you said me too You hangin' out the window so they can see you But you ain't hangin' out the window When you in that G2 or that G3 or G4 like we do Star Trak, Clipse, Malice, come on Wanna know the time? Better clock us Niggas bite the style from the shoes to the watches We cloud hoppers, tailored suits like we mobsters Break down keys into dimes and sell them like Gobstoppers Who gon' stop us Not a goddamn one of you Mean with the Re-Up, nigga we street tumblers Ivory white, yeah that's the same color Of the Azure nigga, best believe it's the Mulliner Take no prisoners, rap niggas are whisperers Choke on your own spit just as soon as you mention us Champagne corks, kicks by Louis sports and Keep my hoes in Pucc' and Charles Jourdan Cop it, chrome it, touch-screen component Mink on the floor, make you hot, don't it? You don't wanna know what the fuck I spent on it Tomorrow ain't promised so we live for the moment I know, I know, yeap yeah, you too Okay we get it, yeap yeah you too I know, I know, yeap yeah, you too Okay, everybody meet Mr. Me Too I know, I know, yeap yeah, you too Okay we get it, yeap yeah you too I know, I know, yeap yeah, you too Okay, everybody meet Mr. Me Too",,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,You're the first face that I see And the last thing I think about You're the reason that I'm alive You're what I can't live without You're what I can't live without And never give up When I'm falling apart Your arms are always open wide And your quick to forgive When I make a mistake You love me in the blink of an eye I don't deserve your love But you give it to me anyway Can't get enough You're everything I need And when I walk away Take off running and come right after me It's what you do And I don't deserve you You're the light inside my eyes Give me a reason to keep trying Give me more than I could dream And you bring me to my knees You bring me to my knees Your heart is gold and how am I the one That you've chosen to love I still can't believe that you're right next to me After all that I've done I don't deserve your love But you give it to me anyway Can't get enough You're everything I need And when I walk away Take off running and come right after me It's what you do And I don't deserve you You're the first face that I see And the last thing I think about You're the reason that I'm alive You're what I can't live without You're what I can't live without And never give up When I'm falling apart Your arms are always open wide And you're quick to forgive When I make a mistake You love me in the blink of an eye I don't deserve your love But you give it to me anyway Can't get enough You're everything I need And when I walk away Take off running and come right after me It's what you do And I don't deserve you,,,,
38,,,,,
39,"A perfect day, the sun is sinkin' low As evening falls, the gentle breezes blow The time we shared went by so fast Just like a dream, we knew it couldn't last But I'd do it all again If I could, somehow But I must be leavin' soon It's your world now It's your world now My race is run I'm moving on Like the setting sun No sad goodbyes No tears allowed You'll be alright It's your world now Even when we are apart You'll always be in my heart When dark clouds appear in the sky Remember true love never dies But first a kiss, one glass of wine Just one more dance while there's still time My one last wish: someday, you'll see How hard I tried and how much you meant to me It's your world now Use well the time Be part of something good Leave something good behind The curtain falls I take my bow That's how it's meant to be It's your world now It's your world now It's your world now",,,,
40,"Last night I heard the screaming  Loud voices behind the wall  Another sleepless night for me It won't do no good to call  The police always come late  If they come at all  And when they arrive  They say they can't interfere  With domestic affairs  Between a man and his wife  And as they walk out the door  The tears well up in her eyes Last night I heard the screaming  Then a silence that chilled my soul  I prayed that I was dreaming  When I saw the ambulance in the road  And the policeman said  ""I'm here to keep the peace  Will the crowd disperse  I think we all could use some sleep""",,,,
41,,,,,
42,"Guess who just got back today Them wild-eyed boys that had been away Haven't changed that much to say But man, I still think them cats are crazy They were askin' if you were around How you was, where you could be found Told 'em you were livin' downtown Drivin' all the old men crazy The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town again) You know that chick that used to dance a lot Every night she'd be on the floor, shakin' what she got When I say she was cool she was red hot I mean, she was steamin' And that time over at Johnny's place, Well, this chick got up and she slapped Johnny's face Man, we just fell about the place If that chick don't want to know, forget her The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town again) Spread the word around Guess who's back in town Just spread the word around Friday night they'll be dressed to kill Down at Dino's Bar 'n' Grill The drink will flow and the blood will spill And if the boys want to fight, you better let 'em That jukebox in the corner blastin' out my favorite song The nights are getting warmer, it won't be long Won't be long till the summer comes Now that the boys are here again The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) Spread the word around The boys are back in town (The boys are back in town again) The boys are back in town again Been hangin' down at Dino's The boys are back in town again",,,,
43,The gold road's sure a long road Winds on through the hills for fifteen days The pack on my back is aching The straps seem to cut me like a knife  The gold road's sure a long road Winds on through the hills for fifteen days The pack on my back is aching The straps seem to cut me like a knife  I'm no clown I won't back down I don't need you to tell me what's going down Down down down down da down down down Down down down down da down down down I'm standing alone I'm watching you all I'm seeing you sinking I'm standing alone You're weighing the gold I'm watching you sinking Fool's gold  These boots were made for walking The Marquis de Sade don't wear no boots like these Gold's just around the corner Breakdown's coming up round the bend  Sometimes you have to try to get along dear I know the truth and I know what you're thinking  Down down down down da down down down  I'm standing alone I'm watching you all I'm seeing you sinking I'm standing alone You're weighing the gold I'm watching you sinking Fool's gold  Fool's gold  I'm standing alone I'm watching you all I'm seeing you sinking I'm standing alone You're weighing the gold I'm watching you sinking Fool's gold,,,,
44,"I am watching your eyes and follow my salvation There's so much shit around me, such a lack of compassion I thought it would be fun and games instead it's all the same I want something to do need to feel the sickness in you I feel the reason as it's leaving me, no not again It's quite deceiving as I'm feeling, the flesh make me bad All I'm doing is good for you I know I'm fix you, needed it to Just to get some sort of attention, attention What does it mean to you? For me, it's something I just do I want something, I need to feel the sickness in you I feel the reason as it's leaving me, no not again It's quite deceiving as I'm feeling, the flesh make me bad I feel the reason as it's leaving me no, not again It's quite deceiving as I'm feeling, the flesh make me bad I feel the reason as it's leaving me, no not again It's quite deceiving as I'm feeling, the flesh make me bad I feel the reason as it's leaving me, no not again It's quite deceiving as I'm feeling, the flesh make me bad Does it make me bad? Does it make me bad? Does it make me bad? Does it make me bad?",,,,
45,,,,,
46,,,,,
47,,,,,
48,,,,,
49,"When the routine bites hard And ambitions are low And the resentment rides high But emotions wont grow And were changing our ways, Taking different roads Then love, love will tear us apart again Why is the bedroom so cold Turned away on your side?  Is my timing that flawed, Our respect run so dry?  Yet theres still this appeal That weve kept through our lives Love, love will tear us apart again Do you cry out in your sleep All my failings expose?  Get a taste in my mouth As desperation takes hold Is it something so good Just cant function no more?  When love, love will tear us apart again",,,,
50,,,,,
51,,,,,
52,,,,,
53,,,,,
54,,,,,
55,,,,,
56,Do you wanna fuck right now (aye daddy) Well let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Do you wanna fuck right now (aye daddy) Well let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) You know ya man can't fuck like this Go and lick my mouth girl betta don't kiss But you can look at my dick It ain't just low girl look at my wiff Go and ride on my dick Slide on down and work them hips (ya work them hips) You can jump in the bed girl and break this bitch Let me pull your hair Slap your face I'm feelin' real freaky I might want a taste Do you wanna fuck right now (aye daddy) Well let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Do you wanna fuck right now (aye daddy) Well let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Go and get your best friend I really wanna fuck her too We can do it all night long And if you want girl she can do you Do you really wanna make me happy Then you can come and ride my pole You can bring all your girls I'm a make them all scream my ohh Do you like it when I grab your neck And squeeze it till your face turn blue Would you please come and sign this wavor If ya pass out girl you can't sue Do you wanna fuck right now (aye daddy) Well let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Do you wanna fuck right now (aye daddy) Well let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Gig like a horse you can ride on now This is what you get when you come down south I said come down south Don't trip on the first date Put it in your mouth Uh I like real world sex When you slide it down low but ya feel it in your neck And I don't need know help I can dig it all out I'm a walkin' historec Do you wanna fuck right now (aye daddy) Well let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Do you wanna fuck right now (aye daddy) Well let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Do you wanna fuck right now (aye daddy) Well let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Do you wanna fuck right now (aye daddy) Well let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl) Let me see ya panties on the floor (aye girl),,,,
57,,,,,
58,,,,,
59,"You're a holiday A glass of ocean slipping down my throat And landed on my hopes, I'm dreaming Off the maps no hidden grids, I'm fleeing I worship you like holy days Lying on my back, seeing clouds and rays Drinking lime and bitter from my lemonade White horses, maritime won't do Do you remember? The holiday slipped away Time and place I definitely remember Lying on my back and seeing clouds and rays We're dreaming The feelings rule Forever we're young Pages unsung, ooh I feel that you remember Dreaming of a past that couldn't last But now we're changing Refraining I'm thinking it's the, know that it's the I'm thinking it's the bad, bad blood I'm thinking it's the, know that it's the I'm thinking it's the bad, bad  Blood Oh Do you remember? The riding, the passion, the falling over And tripping on ice Sharing advice, taking it twice But let us not forget the Silent day, stripped away Time and place Oh, you choose not to remember Fly away, counting days I'm hiding from you, ooh I'm thinking it's the, know that it's the I'm thinking it's the bad, bad blood I'm thinking it's the, know that it's the I'm thinking it's the bad, bad blood I choose For the rain not to fall Exposing the sun on you I lose Don't tell me I'm cuckoo, I know And it's mad, we were close, oh I choose My head's now afloat But my heart's drowning pulse of you I lose Don't tell me I'm coo-coo Coo-coo-coo-coo-coo-coo-ooh-ooh I'm thinking it's the, know that it's the I'm thinking it's the bad, bad blood I'm thinking it's the, know that it's the I'm thinking it's the bad, bad blood I'm thinking it's the, know that it's the I'm thinking it's the bad, bad blood I'm thinking it's the, know that it's the I'm thinking it's the bad, bad",,,,
60,"I'm packed and I'm holding  I'm smiling, she's living, she's golden  And she lives for me  She says she lives for me  Ovation  She's got her own motivation  She comes round and she goes down on me  And I make her smile  It's like a drug for you  Do ever what you want to do  Coming over you  Keep on smiling, what we go through  One stop to the rhythm that divides you  And I speak to you like the chorus to the verse  Chop another line like a coda with a curse  And I come on like a freak show takes the stage  We give them the games we play, she said  I want something else  To get me through this  Semi-charmed kind of life  I want something else  I'm not listening when you say  Good-bye  The sky it was gold, it was rose  I was taking sips of it through my nose  And I wish I could get back there  Some place back there  Smiling in the pictures you would take  Doing crystal myth  Will lift you up until you break  It won't stop  I won't come down, I keep stock  With a tick-tock rhythm and a bump for the drop  And then I bumped up  I took the hit I was given  Then I bumped again  And then I bumped again  How do I get back there to  The place where I fell asleep inside you?  How do I get myself back to  The place where you said  I want something else  To get me through this  Semi-charmed kind of life  I want something else  I'm not listening when you say  Good-bye  I believe in the sand beneath my toes  The beach gives a feeling  An earthy feeling  I believe in the faith that grows  And the four right chords can make me cry  When I'm with you I feel like I could die  And that would be all right  All right  When the plane came in  She said she was crashing  The velvet it rips  In the city we tripped  On the urge to feel alive  But now I'm struggling to survive  The days you were wearing  That velvet dress  You're the priestess, I must confess  Those little red panties  They pass the test  Slide up around the belly  Face down on the mattress  One  Now you hold me  And we're broken  Still its all that I want to do  Feel myself with a head made of the ground  I'm scared but I'm not coming down  And I won't run for my life  She's got her jaws just locked now in smile  But nothing is all right  All right  I want something else  To get me through this life  I want something else  I'm not listening when you say  Good-bye",,,,
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,,,,,
69,"Stayed in bed all mornin' just to pass the time. There's somethin' wrong here, there can be no denyin'. One of us is changin', or maybe we've just stopped tryin'. And it's too late, baby now, it's too late, Though we really did try to make it. Somethin' inside has died, and I can't hide, And I just can't fake it, oh, no, no. It used to be so easy, livin' here with you. You were light and breezy, an' I knew just what to do. Now you look so unhappy, and I feel like a fool. And it's too late, baby now, it's too late, Though we really did try to make it. Somethin' inside has died, and I can't hide, And I just can't fake it, oh, no, no. There'll be good times again for me and you, But we just can't stay together; don't you feel it too? Still I'm glad for what we had and how I once loved you. And it's too late, baby now, it's too late, Though we really did try to make it. (we can't make it) Somethin' inside has died, and I can't hide, And I just can't fake it, oh, no, no, no, no, no, no. It's too late baby, it's too late now darling It's too late.",,,,
70,"Mama told me when I was young ""Come sit beside me, my only son And listen closely to what I say And if you do this it'll help you some sunny day"" ""Oh, take your time, don't live too fast Troubles will come and they will pass You'll find a woman and you'll find love And don't forget, son, there is someone up above"" ""And be a simple kind of man Oh, be something you love and understand Baby be a simple kind of man Oh, won't you do this for me, son, if you can"" ""Forget your lust for the rich man's gold All that you need is in your soul And you can do this, oh baby, if you try All that I want for you, my son, is to be satisfied"" ""And be a simple kind of man Oh, be something you love and understand Baby be a simple kind of man Oh, won't you do this for me, son, if you can"" Oh yes, I will ""Boy, don't you worry, you'll find yourself Follow your heart and nothing else And you can do this, oh baby, if you try All that I want for you, my son, is to be satisfied"" ""And be a simple kind of man Oh, be something you love and understand Baby be a simple kind of man Oh, won't you do this for me, son, if you can"" Baby, be a simple, really simple man Oh, be something you love and understand",,,,
71,"Obie Trice Real name no gimmicks Two trailer park girls go round the outside, Round the outside, round the outside Two trailer park girls go round the outside, Round the outside, round the outside Guess who's back, back again Shady's back, tell a friend Guess who's back, guess who's back? Guess who's back, guess who's back? Guess who's back, guess who's back? Guess who's back? I've created a monster, 'cause nobody wants to see Marshall no more They want Shady, I'm chopped liver Well if you want Shady, then this is what I'll give ya A little bit of weed mixed with some hard liquor Some vodka that will jump start my heart quicker Then a shot when I get shocked at the hospital By the doctor when I'm not cooperating When I'm rocking the table while he's operating ""Hey"" You waited this long to stop debating 'Cause I'm back, I'm on the rag and ovulating I know you got a job Ms. Cheney But your husband's heart problem is complicating So the F-C-C won't let me be or let me be me so let me see They tried to shut me down on M-T-V But it feels so empty without me So come on and dip, bum on your lips Fuck that, cum on your lips and some on your tits And get ready 'cause this shit is about to get heavy I just settled all my lawsuits, ""Fuck you, Debbie!"" Now this looks like a job for me So everybody just follow me 'Cause we need a little controversy 'Cause it feels so empty without me I said, this looks like a job for me So everybody just follow me 'Cause we need a little controversy 'Cause it feels so empty without me Little hellions kids feeling rebellious Embarrassed, their parents still listen to Elvis They start feeling like prisoners helpless 'Til someone comes along on a mission and yells ""bitch"" A visionary, vision is scary, Could start a revolution, pollutin' the air waves a rebel So let me just revel and bask In the fact that I got everyone kissing my ass And it's a disaster such a catastrophe For you to see so damn much of my ass you ask for me Well I'm back, nana-na na na nana-na na na kshh Fix your bent antenna, tune it in and then I'm gonna enter in endin' up Under your skin like a splinter The center of attention back for the winter I'm interesting, the best thing since wrestling Infesting in your kids ears and nesting ""Testing attention please"" Feel the tension soon as someone mentions me Here's my ten cents, my two cents is free A nuisance, who sent, you sent for me? Now this looks like a job for me So everybody just follow me 'Cause we need a little controversy 'Cause it feels so empty without me I said, this looks like a job for me So everybody just follow me 'Cause we need a little controversy 'Cause it feels so empty without me A-tiskit a-taskit, I go tit for tat with anybody who's talking this shit and that shit Chris Kirkpatrick, you can get your ass kicked Worse than them little Limp Bizkit bastards And Moby, you can get stomped by Obie You thirty six year old bald headed fag, blow me You don't know me, you're too old, let it go its over, Nobody listens to Techno Now lets go, just give me the signal I'll be there with a whole list full of new insults I've been dope, suspenseful with a pencil Ever since Prince turned himself into a symbol But sometimes this shit just seems Everybody only wants to discuss me So this must mean I'm disgusting But it's just me I'm just obscene Though I'm not the first king of controversy I am the worst thing since Elvis Presley To do black music so selfishly And use it to get myself wealthy Hey, there's a concept that works Twenty million other white rappers emerge But no matter how many fish in the sea It will be so empty without me Now this looks like a job for me So everybody just follow me 'Cause we need a little controversy 'Cause it feels so empty without me I said, this looks like a job for me So everybody just follow me 'Cause we need a little controversy 'Cause it feels so empty without me Kids!",,,,
72,모두 나를 가지고 매일 가만 안 두죠 내가 너무 예쁘죠 나 때문에 다 힘들죠 어딜 걷고 있어도 빨간 바닥인거죠 Red carpet 같은 기분 모두 날 쳐다 보죠 어떤 사람은 어머님이 누구냐고 신선하게 말 걸어도 아무 느낌이 안 들죠 oh 하지만 나도 누군가 하고 사랑에 빠져보고 싶어 baby 잘 들어요 내 boy 단 한번도 느껴본 적 없는 걸 알게 해주는 (사람 기다리고 있는 걸) 얼마가 돼도 기다리고 싶어 I just wanna fall in love 어떻게 내가 움직일 수 없게 날 ooh ahh ooh ahh 하게 만들어줘 가짜 가짜 진심 없는 가짜 잘 가 잘 가 huh (ooh-ahh하게) 어떻게 이제 더 할말이 없게 날 ooh ahh ooh ahh 하게 만들어줘 Bla la la la 말만하지 말고 느껴지게 huh (ooh-ahh하게) 날 봐 거봐 또 두 번 봐 한번 지나치고 등을 돌려 쳐다봐 (twice) 어딜 가더라도 항상 민 낯 하지만 내가 제일 빛나 낮은 신발 신어도 가치는 high 머릿속엔 늘 영화 속 같은 la la la 장면들이 지나가네 생각만해도 떨리네 yeah 이제는 나도 누군가 하고 사랑에 빠져 보고 싶어 baby 잘 들어요 내 boy 단 한번도 느껴본 적 없는 걸 알게 해주는 (사람 기다리고 있는 걸) 얼마가 돼도 기다리고 싶어 I just wanna fall in love 어떻게 내가 움직일 수 없게 날 ooh ahh ooh ahh 하게 만들어줘 가짜 가짜 진심 없는 가짜 잘 가 잘 가 huh (ooh-ahh하게) 어떻게 이제 더 할말이 없게 날 ooh ahh ooh ahh 하게 만들어줘 Bla la la la 말만하지 말고 느껴지게 huh (ooh-ahh하게) 아무하고 만나 시작하기 싫어 쉽지 않은 여자 그게 나인걸 Turn it up! Let me see how you gon treat me I ain’t no easy Better think about it twice Let me see how you gon treat me I ain’t no easy Better think about it twice 어떻게 내가 움직일 수 없게 날 ooh ahh ooh ahh 하게 만들어줘 가짜 가짜 진심 없는 가짜 잘 가 잘 가 huh (ooh-ahh하게) 어떻게 이제 더 할말이 없게 날 ooh ahh ooh ahh 하게 만들어줘 Bla la la la 말만하지 말고 느껴지게 huh (ooh-ahh하게) Ooh-ahh하게,,,,
73,,,,,
74,"Girl, you'll be a woman soon I love you so much, can't count all the ways I've died for you girl and all they can say is ""He's not your kind"" They never get tired of putting me down And I'll never know when I come around What I'm gonna find Don't let them make up your mind Don't you know, girl, you'll be a woman soon Please, come take my hand Girl, you'll be a woman soon Soon, you'll need a man I've been misunderstood for all of my life But what they're saying girl it cuts like a knife ""The boy's no good"" Well, I've finally found what I'm a-looking for But if they get their chance they'll end it for sure Surely would Baby, I've done all I could Now it's up to you girl, you'll be a woman soon Please, come take my hand Girl, you'll be a woman soon Soon, you'll need a man Girl, you'll be a woman soon Please, come take my hand Girl, you'll be a woman soon Soon but soon, you'll need a man Girl, you'll be a woman soon Please, come take my hand",,,,
75,"She said, I'm goin' out with my girlfriends Margaritas at the Holiday Inn. Oh, have mercy my only thought was Tequila makes her clothes fall off I told her put an extra layer on I know what happens when she drinks patron Her closets missin' half the things she bought Yea, Tequila makes her clothes fall off She'll start by kickin' out of her shoes Lose an earring in her drink Leave her jacket in the bathroom stall Drop a contact down the sink Them pantyhose ain't gonna last too long If the DJ puts Bon Jovi on She might come home in a tablecloth Yea, tequila makes her clothes fall off She can handle any Champagne brunch Bridal shower with Barcadi punch Jello shooters full of Smirnoff But tequila makes her clothes fall off She'll start by kickin' out of her shoes Lose an earring in her drink Leave her jacket in the bathroom stall Drop a contact down the sink She don't mean nothin' she's just havin' fun Tomorrow she'll say, oh, what have I done Friends will joke about the stuff she lost Yea, tequila makes her clothes fall off Oh, tequila makes her clothes fall off Oh, tequila makes her clothes fall off",,,,
