,0,1,2,3
20,"And everybody know the story of David and Goliath But this is bigger than triumph This is for the warrior, this is for you and I This is for euphoria, give me a piece of mind God is recording this! won't you look in the sky? Tell him you got the behavior of your neighbor Even when stability's never in your favor Fly with the turbulence, only last a minute Land on your dreams, and recognize you live it Walk through the valley of peace, with bare feet Run through the flames, that's more passion for me I passed that, this morning just so the world can see Got them wolves on me, no watch me like em clean I know, i know, my pride, my ghost, my eyes My lows, i know i know, its mind control I know i could prosper, no impostor Prosecute my posture I stand up and I stand by it what I am a freedom fighter, the name that history wrote And even through disaster, eye of the tiger for hope I'm trying to find my way back, there's no day off for heroes And even when I'm tired, gold is the only word i know And the night is takin' over And the moonlight gets exposure And the players have been chosen And it seems like fate has spoken When it seems your faith has broken By the second, losin' focus Ain't no way to get off, get off, get off, get off Unless you I bet you wonder how I go on Ill simply say its on again, its on again The world don't stop, it's on again I am a lonely hero, trying to fight my battles Life likes to blow the cold wind, sometimes it freezes my shadow In the midst of all this darkness, i sacrifice my ego There is no room for selfish, we do it for the people And the night is takin' over And the moonlight gets exposure And the players have been chosen And it seems like fate has spoken When it seems your faith has broken By the second, losin' focus Ain't no way to get off, get off, get off, get off Unless you I bet you wonder how I go on The work don't stop, 'cause they don't stop And everybody here trying to get on top Everybody from the burbs down to the block Gotta hold on tight and don't let go, let go Nah So you think you're hot? Gotta grind hard, give it all you got You can have, or you can have not You see that a lot in the ghetto (ghetto) And the night is takin' over And the moonlight gets exposure And the players have been chosen And it seems like fate has spoken When it seems your faith has broken By the second, losin' focus Ain't no way to get off, get off, get off, get off Unless you I bet you wonder how I go on",,,
21,,,,
22,,,,
23,,,,
24,"Just like the white winged dove Sings a song Sounds like she's singing Who who who Just like the white winged dove Sings a song Sounds like she's singing Oh baby oh said oh And the days go by Like a strand in the wind In the web that is my own I begin again Said to my friend, baby Nothin' else mattered He was no more than a baby then Well he seemed broken hearted Something within him But the moment that I first laid Eyes on him all alone On the edge of seventeen Just like the white winged dove Sings a song Sounds like she's singing Oh baby oh said oh Just like the white winged dove Sings a song  Sounds like she's singing Oh baby oh said oh I went today maybe I will go again Tomorrow And the music there it was hauntingly Familiar And I see you doing  What I try to do for me With the words from a poet And the voice from a choir And a melody nothing else mattered Just like the white winged dove Sings a song Sounds like she's singing Oh baby oh said oh Just like the white winged dove Sings a song Sounds like she's singing Oh baby oh said oh The clouds never expect it When it rains But the sea changes colors But the sea  Does not change And so with the slow graceful flow Of age I went forth with an age old Desire to please On the edge of seventeen Just like the white winged dove Sings a song Sounds like she's singing Oh baby oh said oh Just like the white winged dove Sings a song Sounds like she's singing Oh baby oh said oh Well then suddenly  There was no one left standing In the hall yeah yeah In a flood of tears  That no one really ever heard fall at all Oh I went searchin' for an answer, Up the stairs and down the hall Not to find an answer Just to hear the call Of a nightbird singing Come away come away Just like the white winged dove Sings a song Sounds like she's singing Oh baby oh said oh Just like the white winged dove Sings a song Sounds like she's singing Oh baby oh said oh Well I hear you in the morning And I hear you At nightfall Sometime to be near you Is to be unable to hear you My love I'm a few years older than you Just like the white winged dove Sings a song Sounds like she's singing Oh baby oh said oh",,,
25,,,,
26,"Faith pours from your walls, drowning your calls, I've tried to hear, you're not near. Remembering when I saw your face, Shining my way, pure timing. Now I've fallen in deep, slow silent sleep, It's killing me, I'm dying. To put a little sunshine in your life. Soleil all over you, warm sun pours over me. Soleil all over you Warm sun. Now this slick fallen rift, Came like a gift, Your body moves ever nearer And your will dry this tear Now that we're here, and grieve for me, not history But now I'm dry of thoughts, wait for the rain, Then it's replaced, sun setting And suddenly we're in love with everything. Soleil all over you, warm sun pours over me. Soleil all over you Warm sun.",,,
27,,,,
28,,,,
29,Is the weight of the world on my shoulders? Is the weight of the world on my shoulders? On my shoulders All alone I pierce the chain And all in all the sting remains And dying eyes consume me now The voice inside screams out loud I am focused on what I am after The key to the next open chapter Cause I found a way to steal the sun from the sky Long live that day that I decided to fly from the inside Every day a new deception Pick your scene and take direction And all in all I search to connect  But I don't wear a mask and I have no regrets I am focused on what I am after  The key to the next open chapter Cause I found a way to steal the sun from the sky Long live that day that I decided to fly from the inside I can't escape the pain I can't control the rage Sometimes I think that I'm gonna go insane I'm not against what's right  I'm not for what's wrong I'm just making my way and I'm gone Is the weight of the world on my shoulders? Cause I found a way to steal the sun from the sky Long live that day that I decided to fly from the inside Cause I found a way to steal the sun from the sky Long live that day that I decided to fly from the inside,,,
30,"Hello everybody, huh Welcome today to the wonderful world of...you, he-heh Now check it, you have two options You can eat it or throw it away, heh See its a shame when you're working on doing well People hate you yeah Buying nothing that's not the best for yourself Then they really hate you yeah You gotta live for you and no one else Don't let 'em make you feel Like you're not being real Just live how you wanna live You gotta do for you If you work hard then play hard (Dig that) And do what you wanna do (Dig that) Just pop ya collar Don't let what people say bother you (Dig that) You perpetrators I got something to say (Dig that) You can eat it or throw it away (Picture that) You're just mad cause you're following in my trap But can you dig that? Hey ladies and my fellas You know you're doing cause they jealous (Pop, pop) And when they hate cause you're a go-getter (Pop, pop) Pop ya colla, don't let 'em sweat you (Pop) Hey ladies and my fellas You know you're doing cause they jealous (Pop, pop) And when they hate cause you're a go-getter (Pop, pop) Pop ya colla, don't let 'em sweat you (Pop) You can see me every week Hanging out with a different girl sitting next to me Cause I'm not up to settle down right now I gotta be free Some of y'all fellas might be jealous But y'all know that don't phase me I just pop my collar, tip my hat Turn my back on the ones that hated me Never going home alone (Dig that) If she follows then you know it's on (Dig that) She gets the finger not the cellular phone (Never that) I let her know I won't be around for long (Dig that) To all you haters I got something to say (What's that?) You can eat it or throw it away (Picture that) Stop hating, wishing, waiting Anticipating for my year to fade, oh yea Hey ladies and my fellas You know you're doing cause they jealous (Pop, pop) And when they hate cause you're a go-getter (Pop, pop) Pop ya colla, don't let 'em sweat you (Pop) Hey ladies and my fellas You know you're doing cause they jealous (Pop, pop) And when they hate cause you're a go-getter (Pop, pop) Pop ya colla, don't let 'em sweat you (Pop) I break my neck for the things I get So much sweat just so I can get that check And I'm not gonna let nobody bring me down Nobody's gonna steal my crown Because I eat good, I live good I rock good, my life's good If you got a lot and you're working for it Pop ya collar don't be afraid to show it Hey ladies and my fellas You know you're doing cause they jealous (Pop, pop) And when they hate cause you're a go-getter (Pop, pop) Pop ya colla, don't let 'em sweat you (Pop) Hey ladies and my fellas You know you're doing cause they jealous (Pop, pop) And when they hate cause you're a go-getter (Pop, pop) Pop ya colla, don't let 'em sweat you (Pop) Hey ladies and my fellas You know you're doing cause they jealous (Pop, pop) And when they hate cause you're a go-getter (Pop, pop) Pop ya colla, don't let 'em sweat you (Pop) Hey ladies and my fellas You know you're doing cause they jealous (Pop, pop) And when they hate cause you're a go-getter (Pop, pop) Pop ya colla, don't let 'em sweat you (Pop)",,,
31,"Check The Rhime Back in the days on the boulevard of Linden, We used to kick routines and presence was fittin' It was I the abstract And me the five footer I kicks the mad style so step off the frankfurter Yo, Phife, you remember that routine That we used to make spiffy like mister clean? Um um, a tidbit, um, a smidgen I don't get the message so you gots to run the pigeon You on point Phife? All the time, tip You on point Phife? All the time, tip You on point Phife? All the time, tip Well, then grab the microphone and let your words rip Now here's a funky introduction of how nice I am Tell your mother, tell your father, send a telegram I'm like an energizer 'cause, you see, I last long My crew is never ever wack because we stand strong Now if you say my style is wack that's where you're dead wrong I slayed that body in El Segundo then push it along You'd be a fool to reply that Phife is not the man Cause you know and I know that you know who I am A special shot of peace goes out to all my pals, you see And a middle finger goes for all you punk MC's Cause I love it when you wack MC's despise me They get vexed, I roll next, can't none contest me I'm just a fly MC who's five foot three and very brave On job remaining, no I'm chaining cause I misbehave I come correct in full effect have all my hoes in check And before I get the butt the jim must be erect You see, my aura's positive I don't promote no junk See, I'm far from a bully and I ain't a punk Extremity in rhythm, yeah that's what you heard So just clean out your ears and just check the word Check the rhyme y'all Check it out Check it out Check the rhyme y'all Play tapes y'all Check the rhyme y'all Check the rhyme y'all Check it out Check it out Back in days on the boulevard of Linden We used to kick routines and the presence was fittin' It was I the Phifer And me, the abstract The rhymes were so rumpin' that the brothers rode the 'zack Yo, tip you recall when we used to rock Those fly routines on your cousin's block Um, let me see, damn I can't remember I receive the message and you will play the sender You on point Tip? All the time Phife You on point Tip? Yeah, all the time Phife You on point Tip? Yo, all the time Phife So play the resurrector and give the dead some life Okay, if knowledge is the key then just show me the lock Got the scrawny legs but I move just like Luke Brock With speed I'm agile plus I'm worth your while One hundred percent intelligent black child My optic presentation sizzles the retina How far must I go to gain respect? Um Well, it's kind of simple, just remain your own Or you'll be crazy sad and alone Industry rule number four thousand and eighty Record company people are shady So kids watch your back 'cause I think they smoke crack I don't doubt it, look at how they act Off to better things like a hip-hop forum Pass me the rock and I'll storm with the crew and Proper. What you say Hammer? Proper Rap is not pop, if you call it that then stop NC, y'all check the rhyme y'all SC, y'all check it out y'all Virginia, check the rhyme y'all Check it out, out In London, check the rhyme, y'all","I hear the drums echoing tonight But she hears only whispers of some quiet conversation She's coming in, 12:30 flight The moonlit wings reflect the stars that guide me towards salvation I stopped an old man along the way Hoping to find some long forgotten words or ancient melodies He turned to me as if to say, ""Hurry boy, it's waiting there for you"" It's gonna take a lot to take me away from you There's nothing that a hundred men or more could ever do I bless the rains down in Africa Gonna take some time to do the things we never had The wild dogs cry out in the night As they grow restless, longing for some solitary company I know that I must do what's right As sure as Kilimanjaro rises like Olympus above the Serengeti I seek to cure what's deep inside, frightened of this thing that I've become It's gonna take a lot to drag me away from you There's nothing that a hundred men or more could ever do I bless the rains down in Africa Gonna take some time to do the things we never had Hurry boy, she's waiting there for you It's gonna take a lot to drag me away from you There's nothing that a hundred men or more could ever do I bless the rains down in Africa I bless the rains down in Africa (I bless the rain) I bless the rains down in Africa (I bless the rain) I bless the rains down in Africa I bless the rains down in Africa (Ah, gonna take the time) Gonna take some time to do the things we never had",,
32,"All I really want is something beautiful to say Keep me locked up in your broken mind I keep searchin, never been able to find a Light behind your dead eyes Not anything at all You keep living in your own lie, ever deceitful and ever unfaithful Keep me guessin, keep me terrified Take everything from my world Say can you help me right before the fall Take what you can and leave me to the wolves Keep me dumb, keep me paralyzed Why try swimming? I'm drowning in fables You're not that saint that you externalize You're not anything at all It's oh-so playful when you demonize To spit out the hateful, you're willing and able Words are weapons I'd be terrified You're nothing in my world Say can you help me right before the fall Take what you can and leave me to the wolves All I really want is something beautiful to say Keep me guessin, keep me terrified All I really want is something beautiful to say You keep livin' in your own lie All I really want is something beautiful to say To never fade away, I wanna live forever! All I really want is something beautiful to say To never fade away, I wanna live forever! You keep living in your own lie Keep me guessin, keep me terrified All I really want is something beautiful to say Say can you help me right before the fall Take what you can and leave me to the wolves All I really want is something beautiful to say Words are weapons I'd be terrified All I really want is something beautiful to say Keep me guessin, keep me terrified All I really want is something beautiful to say To never fade away, I wanna live forever! All I really want is something beautiful to say To never fade away, I wanna live forever!",,,
33,"Baby, come tell me 'bout your tree-house And your candy-striped pet mouse And your car that has feet Hey, come tell me 'bout your eyebrows that meet And my baby, won't you tell me 'bout your chilblains? And your right eyeball's growing pains And your purple tractor that sings Hey, come tell me all of those things But if you want to tell me some more Think you can Oh baby, tell me 'bout your lover man You know I'm talking 'bout him He's one that's strutting around Each time I get out of town You know the one that I mean He's one that's stealing my scene away Baby, I'm talking 'bout him Oh baby, won't you tell me 'bout your black rose? And the garden where your love grows Among the cabbages and beans Hey, come tell me why your primroses are green But if you want to tell me some more Think you can Oh baby, tell me 'bout your lover man You know I'm talking 'bout him He's one that's strutting around Each time I get out of town You know the one that I mean He's one that's stealing my scene away Baby, I'm talking 'bout him He's one that's stealing my cream away Baby, I'm talking 'bout him Talking 'bout your lover man, talking 'bout him",,,
34,,,,
35,,,,
36,"Hey you, out there in the cold Getting lonely, getting old Can you feel me? Hey you, standing in the aisles With itchy feet and fading smiles Can you feel me? Hey you, don't help them to bury the light Don't give in without a fight Hey you out there on your own Sitting naked by the phone Would you touch me? Hey you with you ear against the wall Waiting for someone to call out Would you touch me? Hey you, would you help me to carry the stone? Open your heart, I'm coming home But it was only fantasy The wall was too high As you can see No matter how he tried He could not break free And the worms ate into his brain Hey you, out there on the road Always doing what you're told Can you help me? Hey you, out there beyond the wall Breaking bottles in the hall Can you help me? Hey you, don't tell me there's no hope at all Together we stand, divided we fall",,,
37,,,,
38,"Move you can't touch it with your two hands You can't find it with the third eye I've been thirsting in the mud lands For a well, it can't run dry, oh Passed down to me through the wind And in the silence of the white sound It's always hidden in the dark night Dug up from the cold ground But it goes over the heart, and over the head Over and above all the words they said Be still my heart Be still my head 'Cause I got a goldmine, it's all mine Nobody can touch this gold of mine I got a goldmine, it's all mine Nobody can touch this gold of mine I got a goldmine, it's all mine Nobody can touch this gold of mine Sweep through the brimstone, peek through the fire Nobody can touch this gold of mine And it's burning in the furnace And the fire in the third eye No you won't find it on the surface It rises out of the war cry This goes over the heart, over the head Go and get past all the words they said Be still in your heart Still in your head 'Cause I got a goldmine, it's all mine Nobody can touch this gold of mine I got a goldmine, it's all mine Nobody can touch this gold of mine I got a goldmine, it's all mine Nobody can touch this gold of mine Sweep through the brimstone, peek through the fire Nobody can touch this gold of mine They're all runnin' to the gold rush They're all runnin' to the river Hey, don't speak loud, keep it hushed 'Cause we about to be delivered, ooh 'Cause I got a goldmine, it's all mine Nobody can touch this gold of mine I got a goldmine, it's all mine Nobody can touch this gold of mine I got a goldmine, it's all mine Nobody can touch this gold of mine Sweep through the brimstone, peek through the fire Nobody can touch this gold of mine I got a goldmine I got a goldmine",,,
39,"(Wait a minute, man. Hey, check this out, tell it.  It was this blind man, right? Man, check this out- it was this blind man, right? He was feelin' his way down the street with this stick, right? Hey, he walked past this fish market, you know what I'm sayin'? He stopped, he took a deep breath, he said, Woo, good morning, ladies. You like that shit, man?  Hey, man, I got a gang of that shit, man. I tell you what- my man on the guitar, fool on the drums, Everybody just crowd around the mic,  I'll tell you all these mutha-fuckin' jokes. But first, I'm a start it off like this.  Hey, help me sing it, homeboy.) Colt 45 and two Zig Zags, baby that's all we need. We can go to the park after dark, smoke that tumbleweed. And as the marijuana burns we can take our turns,  Singing them dirty rap songs Stop and hit the bong like Cheech and Chong,  Sell tapes from here to Hong Kong. So roll, roll, roll my joint.  Pick out the seeds and stems. Feelin' high as hell flyin' through Palmdale, skatin' on Dayton rims. So roll, roll the '83 Cadillac Coup de Ville. If my tapes and my cds just don't sell,  I bet my caddy will. Well it was just sundown in a small white town.  They call it Eastside Palmdale. When the Afroman walked through the white land, houses went up for sale. Well, I was standin' on the corner sellin' rap cd's  When I met a little girl named Jan. I let her ride in my Caddy  Cause I didn't know her daddy was the leader of the Klu Klux Klan. We fucked on the bed, fucked on the flo',  Fucked so long, I grew a fuckin' afro. Then I fucked to the left, fucked to the right.  She sucked my dick 'til the shit turned white. I thought to myself, Sheba, Sheba! Got my ass lookin' like a Zebra! I pulled on my clothes and I was on my way,  Until her daddy pulled up in a Chevrolet. I ran, I jumped out the back window,  But her daddy, he was waitin' with a 2 x 4. Oh, he beat me to the left, he beat me to the right.  The mutha-fucker whooped my ass all night. But I ain't mad at her prejudiced dad, that's the best damn pussy I ever had. I got a bag of weed and a bottle of wine.  I'm a fuck that bitch just one more time. Colt 45 and two Zig Zags, baby that's all we need. We can go to the park after dark, smoke that tumbleweed. And as the marijuana burns we can take our turns,  Singing them dirty rap songs Stop and hit the bong like Cheech and Chong,  Sell tapes from here to Hong Kong. So roll, roll, roll my joint. Pick out the seeds and stems. Feelin' high as hell flyin' through Palmdale,  Skatin' on Dayton rims. So roll, roll the '83 Cadillac Coup de Ville. If my tapes and my cds just don't sell, I bet my caddy will. I met this lady in Hollywood.  She had green hair, but damn she looked good. I took her to my house, cause she was fine,  But she whipped out a dick that was bigger than mine. I met this lady from Japan, never made love with an African. I fucked her once, I fucked her twice.  I ate that pussy like shrimp fried rice. Don't be amazed at the stories I tell ya.  I met a woman in the heart of Australia. Had a big butt and big titties, too,  So I hopped in her ass like a kangaroo. See, I met this lady from Hawaii.  Stuck it in her ass, and she said, ay! Lips was breakfast, pussy was lunch,  Then her titties busted open with Hawaiian Punch. Met Colonel Sander's wife in the state of Kentucky.  She said, I'll fry some chicken if you just fuck me. I came in her mouth.  It was a crisis.  I gave her my secret blend of herbs and spices. Colt 45 and two Zig Zags, baby that's all we need. We can go to the park after dark,  Smoke that tumbleweed. And as the marijuana burns we can take our turns,  Singing them dirty rap songs Stop and hit the bong like Cheech and Chong,  Sell tapes from here to Hong Kong. Hey, wait a minute man, check this out. I met Dolly Parton in Tennessee.  Her titties were filled with Hennesy. That country music nearly drove me crazy,  But I rode that ass and said, Yes, Miss Daisy! Met this lady in Oklahoma Put that pussy in a coma. Met this lady in Michigan I can't wait 'til I fuck that bitch again. Met a real black girl in South Carolina,  Fucked her 'til she turned into a white albino. Fucked this hooker in Iowa.  I fucked her on credit, so I owe her. Fucked this girl, down in Georgia; came in her mouth.  Man, I thought I told ya. Met this beautiful sexy ho;  She just ran cross the border of Mexico. Fine young thing, said her name's Maria.  I wrapped her up just like a Hot Tortilla. I want to get married, but I can't afford it.  I know I'ma cry when she gets deported. Colt 45 and two Zig Zags, baby that's all we need. We can go to the park after dark, smoke that tumbleweed. And as the marijuana burns we can take our turns,  Singing them dirty rap songs Stop and hit the bong like Cheech and Chong,  Sell tapes from here to Hong Kong. Have you ever went over to a girl's house to fuck,  But the pussy just ain't no good? (say what?) And then you're getting' upset cause you can't get her wet,  Plus you in the wrong neighborhood? So you try to play it off and eat the pussy,  But it takes her so long to cum (say what?) Then a dude walks in. That's her big boyfriend,  And he asks you where you from? (Where you from, man?) So you wipe your mouth, and you try to explain (I don't bang.),  You start talkin' real fast. But he's already mad, cause you fuckin' his wife,  So he starts beatin' on your ass. Now your clothes all muddy, your nose all bloody,  Your dick was hard but now it's soft. (what?) You thought you had a girl to rock your world,  Now you still gotta go jack off. Colt 45 and two Zig Zags, baby that's all we need. We can go to the park after dark, smoke that tumbleweed.",,,
40,,,,
41,,,,
42,,,,
43,"Was she the girl that’s from the video? You lie, you lie, you lie Nineteen, too keen Looking at the game, though Trying to make a stand for the main squeeze Please, you don’t stand a chance Stop acting like you can The camera on you ain’t enough? You’re looking for the all round good love So nothing’s gonna get in your way You’re gonna get yourself broke one day Was she the girl that’s from the video? Stop, stop lying to me Was she the girl that’s from the video? You lie, you lie, you lie Nineteen, I see A body that can move, the hardest in the room With a quick switch, kiss Got all eyes on you now What you gonna do? The camera loves you, ain’t that enough? You’re craving for the whole universe So nothing’s gonna get in your way You’re gonna get yourself broke one day Was she the girl that’s from the video? Stop, stop lying to me Was she the girl that’s from the video? You lie, you lie, you lie Got something to say? I don’t want to hear about it So you feeling the fame I hate, the things you’re going through now What you gonna do? Was she the girl that’s from the video? Stop, stop lying to me Was she the girl that’s from the video? You lie, you lie, you lie You lie, you lie, you lie I can’t recognize me",,,
44,,,,
45,"Watching all the insects march along Seem to know just right where they belong Smears a face reflecting in the chrome Hiding in the crowd, I'm all alone No one's heard a single word I've said They don't sound as good outside my head It looks as though the past is here to stay I've become a million miles aw- Why do you get all the love in the world? Why do you get all the love in the world? All the jagged edges disappear Colors all are brighter when you're near The stars are all afire in the sky Sometimes I get so lonely, I could Why do you get all the love in the world? Why do you get all the love in the world? Why do you get all the love in the world? Why do you get all the love in the world? Why do you get all the love in the world? Why do you get all the love in the world? Why do you get all the love in the world? Why do you get all the love in the world?",,,
46,,,,
47,,,,
