,0,1,2,3,4
30,"Honey, why are you calling me so late? It's kinda hard to talk right now Honey, why are you crying, is everything okay? I gotta whisper 'cause I can't be too loud Well, my girl's in the next room Sometimes I wish she was you I guess we never really moved on It's really good to hear your voice saying my name It sounds so sweet Coming from the lips of an angel Hearing those words - it makes me weak And I never wanna say goodbye But, girl, you make it hard to be faithful With the lips of an angel It's funny that you're calling me tonight And, yes, I've dreamt of you too And does he know you're talking to me? Will it start a fight? No, I don't think she has a clue Well, my girl's in the next room Sometimes I wish she was you I guess we never really moved on It's really good to hear your voice saying my name It sounds so sweet Coming from the lips of an angel Hearing those words - it makes me weak And I never wanna say goodbye But, girl, you make it hard to be faithful With the lips of an angel It's really good to hear your voice saying my name It sounds so sweet Coming from the lips of an angel Hearing those words - it makes me weak And I never wanna say goodbye But, girl, you make it hard to be faithful With the lips of an angel (And I never wanna say goodbye) But, girl, you make it so hard to be faithful With the lips of an angel Honey, why are you calling me so late?",,,,
31,,,,,
32,"Honey, why are you calling me so late? It's kinda hard to talk right now Honey, why are you crying, is everything okay? I gotta whisper 'cause I can't be too loud Well, my girl's in the next room Sometimes I wish she was you I guess we never really moved on It's really good to hear your voice saying my name It sounds so sweet Coming from the lips of an angel Hearing those words - it makes me weak And I never wanna say goodbye But, girl, you make it hard to be faithful With the lips of an angel It's funny that you're calling me tonight And, yes, I've dreamt of you too And does he know you're talking to me? Will it start a fight? No, I don't think she has a clue Well, my girl's in the next room Sometimes I wish she was you I guess we never really moved on It's really good to hear your voice saying my name It sounds so sweet Coming from the lips of an angel Hearing those words - it makes me weak And I never wanna say goodbye But, girl, you make it hard to be faithful With the lips of an angel It's really good to hear your voice saying my name It sounds so sweet Coming from the lips of an angel Hearing those words - it makes me weak And I never wanna say goodbye But, girl, you make it hard to be faithful With the lips of an angel (And I never wanna say goodbye) But, girl, you make it so hard to be faithful With the lips of an angel Honey, why are you calling me so late?",,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,"I'm walking on the southern street, cut to the river 'fore I run too low. I'm walking on the southern street, cut to the river 'fore I run too low. Old gypsy woman spoke to me, lips stained red from a bottle of wine. Old gypsy woman spoke to me, lips stained red from a bottle of wine. The one that you are looking for, you're not gonna find her here. The one that you are looking for, you're not gonna find her here, here. I'm runnin' on the northeast street, cut to the ocean 'fore I run too low. I'm runnin' on the northeast street, cut to the ocean 'fore I run too low, Cut to the ocean 'fore I run too low. The one that you are looking for, you're not gonna find her here. The one that you are looking for, you're not gonna find her here, here. Old gypsy woman spoke to me, said, You're a wolf, boy, get out of this town. Old gypsy woman spoke to me, said, You're a wolf, boy, get out of this town. You're a wolf, boy, get out of this town. You're a wolf, boy, get out of this town. You're a wolf. You're a wolf. You're a wolf. You're a wolf.",,,,
38,,,,,
39,,,,,
40,,,,,
41,"- KRS sample Pull the pin out, sheep creep in wolf garb Fronted by the Hail Mary parry lunge mixer Kill the populace for stability, jeopardy's a stickler Its bob and weave amalgam played the falcon to your fixture I branch out, arms flailing backwards wailin upon a tidy sound circuit slightly foul Gershwin with a bed of nails and drumlust plus disgusted service workin in shifts opposite the asbestos brain furnace  I be the now observatory eye ear antenna feeler Spittin like a dragon with a similar demeanor stood innocent bystand witness the diehard fans turn Rip Van in the poppy fields of N.Y.'s orchestrated brick gauntlet Now I'm thinkin who am I Jabberwocky Superfly bent left Pushin war without the ten step cushion and what (what) I plan to hold this beat positive sacred in these golde veins Until the day I die from grimace overload It's shock (it's shock) treatment offered by the weekend this still be a getaway, let's display the sequence it goes: One for the heartless thievery turning my guardian angel harpless And the rest to sweep the mess under the carpet (under the carpet) I drag a yellow taxi meter behind every measure  And charge cats for labeling me shepherd That'll be Six Fifty plus tip darlin, I take cash, credit, check, money-order, gold and cigarette cartons Huh, got caught up in the universe tryin to zoom in on stardom Forgot the passion plus the hatred, both were based in Carbon Next time you want to be a hero try saving somethin other than hip-hop And maybe hip-hop'll save you from the pit-stop Kill em all, yield  (naw man It wasn't me it was Holden Caulfield brother I just read and pulled the trigger) Oh God, well leave me to tiptoe past the pearly gates capture the halo, jet back to base, step past the chase the bad taste of jet-lag and weight slackers There ain't nothin broken, where you at? The pistons pump perfect, where you at? The bass tone is Merlin, where you at? This service is a urgent workin surgeons Purging formulas lookin for an improper cause is whack (Chorus 2x) What are you saving, honestly? (honestly, honestly) What are you saving, honestly? (honestly, no honestly) What are you saving, honestly? (damn) Promise me you gon shut the fuck up and recognize  What you holdin ain't really broken?  I don't flick neeedles like my sick friend (friend) I don't march like Beetle Bailey through a quick trend (trend) I don't frequent church's steeples on my weekend (end) And I don't comment if you formulate a weak Zen. All I ever really wanted was a getaway I'ma take a chance by letting a brook slide for what I got in my hands I can not agree to follow a leader while on the borderline A war without a reason for the Brady hates gore Bring out your dead we can put em in a pile And burn em with the novels for the kids then to admire KIll the ones that speak from a different life  Brewin other killer noise makin the sentiment... Okay, welcome to the Kamikaze bottle rocket cockpit Live by the icy cold hand of bad intention youth blender Oh yeah I'll let God warm the bench for now but  I'll ascend to spin y'all dizzy (and for the record I'm bringin my t.v. with me) Yo, let the commoners speak publicly Then disperse eye jammies for cats that swear by third pupil But can't see past the loophole Motherfucker, my word is born like Siamese triplets  With doctor, lawyer, rocket scientist promise (let em grow leisurely) Hey Mom, I'ma fix without my probe along this path Once my shpeel's perfected I'ma save you a seat in the front row Of Aesop Rock's twelve steps to shut the fuck up seminar And when all these bickering crowds turn solid you gon be proud I tack hacks to the (backboard) Honesty's a (latchcord) Fury's far from (obsolete) Serenity's a (crack war) Raw caricature of mayhem standard branded by the labor With a thousand reasons to end this for every one of you saviors Saw the brightest burst ironically wide from the vacant stage Gave it a pound for burning where bunk ratio's engaged Keep me posted as to when you grasp something mature to  sit and sulk about mister, and I'll consider pickin up your record (Chorus 2x) The Authors, they ain't got nothin to save The Overground, man they ain't got nothin to save Def Jux, they ain't got nothin to save The Addams Family, they ain't got nothin to save Weightless, they ain't got nothin to save Stronghold man, they ain't got nothin to save Rhymesayers baby, they ain't got nothin to save Aesop Rock, I ain't got nothin to save it's llike that",,,,
42,,,,,
43,"gently in these ragged folds  curled up and warm like easter's child  a breath so faint, angelic weight  i can't deny  that i drift sometimes  even in these loving moments  to summery fields i call my own  where i can lie and in them feel  at one with my death  with limbs outstretched  i can't deny  that i'm weak sometimes  even in my strongest moments  and the way you cry at me  i don't know why  you stay ",,,,
44,"Hey girl, open the walls, play with your dolls We'll be a perfect family When you walk away, it's when we really play You don't hear me when I say, Mom, please wake up Dad's with a slut, and your son is smoking cannabis No one never listens, this wallpaper glistens Don't let them see what goes down in the kitchen Places, places, get in your places Throw on your dress and put on your doll faces Everyone thinks that we're perfect Please don't let them look through the curtains Picture, picture, smile for the picture Pose with your brother, won't you be a good sister? Everyone thinks that we're perfect Please don't let them look through the curtains D-O-L-L-H-O-U-S-E I see things that nobody else sees (D-O-L-L-H-O-U-S-E I see things that nobody else sees) Hey girl, look at my mom, she's got it going on Ha, you're blinded by her jewelry When you turn your back she pulls out a flask And forgets his infidelity Uh-oh, she's coming to the attic, plastic Go back to being plastic No one never listens, this wallpaper glistens One day they'll see what goes down in the kitchen Places, places, get in your places Throw on your dress and put on your doll faces Everyone thinks that we're perfect Please don't let them look through the curtains Picture, picture, smile for the picture Pose with your brother, won't you be a good sister? Everyone thinks that we're perfect Please don't let them look through the curtains D-O-L-L-H-O-U-S-E I see things that nobody else sees (D-O-L-L-H-O-U-S-E I see things that nobody else sees) Hey girl (hey girl, hey girl, hey girl, hey girl) Hey girl, open your walls, play with your dolls We'll be a perfect family Places, places, get in your places Throw on your dress and put on your doll faces Everyone thinks that we're perfect Please don't let them look through the curtains Picture, picture, smile for the picture Pose with your brother, won't you be a good sister? Everyone thinks that we're perfect Please don't let them look through the curtains D-O-L-L-H-O-U-S-E I see things that nobody else sees (D-O-L-L-H-O-U-S-E I see things that nobody else sees)",,,,
45,,,,,
46,"I'm building this house, on the moon Like a lost, astronaut Lookin' at you, like a star From a place, the world forgot And there's nothing, that I can do Except bury my love for you The brightness of the sun, will give me just enough To bury my love, in the Moondust I long to hear your voice, but still I make the choice To bury my love, in the moondust Nothing can breath, in the space Colder than, the darkest sea I have dreams about the days, driving through your sunset breeze But the first thing, that I will do Is bury my love for you The brightness of the sun, will give me just enough To bury my love, in the Moondust I long to hear your voice, but still I make the choice To bury my love, in the moondust I'm a cast away, and men reap what they sow And I say what I know, to be true Yeah I'm living far away, on the face of the moon I've buried my love to give the world to you The brightness of the sun, will give me just enough To bury my love, in the Moondust I long to hear your voice, but still I make the choice To bury my love, in the moondust",,,,
47,"Excuse me can you tell me what you've heard about my life Maybe a dirty little fairy tale, a girl of the night I heard that I grew up filthy, a trailer park queen Drop out pregnant statistical teen I know you heard about the bloody knife About my daddy's perfect virgin and my mother's wife You know I heard I don't belong in this game Still you hold your hands in the air screaming my name Let's go Baby go ahead I'll be your hatred and your pain This is killing us all I don't care if I fall We're the dying, we are the damned Baby go ahead I'll be the villain you can blame I'll be the belle of the brawl Be the lust in us all I'm the diva of the damned I know I don't belong in this scene Sex metal barbie, homicidal queen Excuse me can you tell me the worst thing you've heard about me Maybe that I'm a little harlot homicidal queen You know I heard that I don't belong in this scene Sex, metal, barbie, whore, attention fiend You know I heard that I'm a haters dream Low class, white trash, I'm so obscene You know I heard that I should be ashamed Still they hold their fists in the air screaming my name Baby go ahead I'll be your hatred and your pain This is killing us all I don't care if I fall We're the dying, we are the damned Baby go ahead I'll be the villain you can blame I'll be the belle of the brawl Be the lust in us all I'm the diva of the damned I know I don't belong in this scene Sex metal barbie, homicidal queen So go ahead I'll be your hatred and your pain This is killing us all I don't care if I fall We're the dying, we are the damned Baby go ahead I'll be the villain you can blame I'll be the belle of the brawl Be the lust in us all I'm the diva of the damned I heard I don't belong in this scene Sex metal barbie, homicidal queen",,,,
48,"The paranoia is in bloom, the P-R Transmissions will resume They'll try to push drugs That keep us all dumbed down and hope that We will never see the truth around (So come on) Another promise, another scene, Another package lie to keep us trapped in greed With all the green belts wrapped around our minds And endless red tape to keep the truth confined (So come on) They will not force us They will stop degrading us They will not control us We will be victorious  (So come on) Interchanging mind control Come let the revolution take its toll if you could Flick a switch and open your third eye, you'd see that We should never be afraid to die (So come on) Rise up and take the power back, it's time that The fat cats had a heart attack, you know that Their time is coming to an end We have to unify and watch our flag ascend (So come on) They will not force us They will stop degrading us They will not control us We will be victorious (So come on) Hey, hey, hey, hey Hey, hey, hey, hey Hey, hey, hey, hey They will not force us They will stop degrading us They will not control us We will be victorious (So come on) Hey, hey, hey, hey",,,,
49,"Call it love and devotion Call it the mom’s adoration (foundation) A special bond of creation, hah For all the single mums out there Going through frustration Clean Bandit, Sean-Da-Paul, Anne-marie, sing, make them hear She works the night, by the water She's gonna stress, so far away from her father's daughter She just wants a life for her baby All on her own, no one will come She's got to save him (daily struggle) She tells him ""ooh love"" No one's ever gonna hurt you, love I'm gonna give you all of my love Nobody matters like you (stay up there, stay up there) She tells him ""your life ain't gonna be nothing like my life (straight) You're gonna grow and have a good life I'm gonna do what I've got to do"" (stay up there, stay up there) So, rockabye baby, rockabye I'm gonna rock you Rockabye baby, don't you cry Somebody's got you Rockabye baby, rockabye I'm gonna rock you Rockabye baby, don't you cry Rockabye, no (Rockabye-rocka-rocka-rocka-bye) (oh) Rockabye, yeah, yeah (Rockabye-rocka-rocka-rocka-bye) Single mom what you doing out there? Facing the hard life without no fear  Just see and know that you really care 'Cause any obstacle come you well prepared And no mamma you never shed tear 'Cause you haffi set things year after year And you give the youth love beyond compare You find the school fee and the bus fare Hmmmm more when paps disappear In a wrong bar can't find him nowhere Steadily you work flow, heavily you know so you nah stop No time no time fi a jeer Now she gotta a six year old Trying to keep him warm Trying to keep all the cold When he looks her in the eyes He don't know he's safe when she says ""Ooh love"" No one's ever gonna hurt you, love I'm gonna give you all of my love Nobody matters like you So, rockabye baby, rockabye I'm gonna rock you Rockabye baby, don't you cry Somebody's got you Rockabye baby, rockabye I'm gonna rock you Rockabye baby, don't you cry (Bidda-bang-bang-bang, alright then) Rockabye, no (Rockabye-rocka-rocka-rocka-bye) (Oh) Rockabye, yeah (Rockabye-rocka-rocka-rocka-bye) (yeah) Rockabye don't bother cry Lift up your head, lift it up to the sky, yo Rockabye don't bother cry Angels around you, just joy your eye Now she gotta a six year old Trying to keep him warm Trying to keep all the cold When he looks her in the eyes He don't know he's safe when she says She tells him ""ooh love"" No one's ever gonna hurt you, love I'm gonna give you all of my love Nobody matters like you (stay up there, stay up there) She tells him ""your life ain't gonna be nothing like my life (straight) You're gonna grow and have a good life I'm gonna do what I've got to do"" (yeah) So, rockabye baby, rockabye (Rockabye-rocka-rocka-rocka-bye) I'm gonna rock you Rockabye baby, don't you cry (Rockabye-rocka-rocka-rocka-bye) Somebody's got you Rockabye baby, rockabye (Rockabye-rocka-rocka-rocka-bye) I'm gonna rock you Rockabye baby, don't you cry (Bidda-bang-bang-bang, alright then) Rockabye Rockabye don't bother cry Lift up your head, lift it up to the sky, yo (Rockabye!) Rockabye don't bother cry (yeah yeah) Angels around you, just joy your eye (Rockabye!) Rockabye don't bother cry Lift up your head, lift it up to the sky, yo (Rockabye!) Rockabye don't bother cry  Angels around you, just joy your eye",,,,
50,,,,,
51,"Whoever appeals to the law against his fellow man is either a fool or a coward Whoever cannot take care of himself without that law is both For a wounded man will shall say to his assailant ""If I live, I will kill you. If I die, you are forgiven"" Such is the rule of honor Broken the paradigm, an example must be set Invoke the siren's song and sign the death warrant This what has been wrought for 30 pieces of silver The tongues of men and angels bought by a beloved betrayer I am the result, what's better left unspoken Violence begins to mend what was broken You've been talking, I've been all ears Words meant to dwell in darkness shall never see the light of day Words can be broken, so can bones Execute the mandate Mouth full of dirt Your name removed from the registry St. Peter greets with empty eyes then turns and locks the gate I am the result, what's better left unspoken Violence begins to mend what was broken You've been talking, I've been all ears Omerta Cheaply venal, stupidly verbose A slip of the tongue, a slit of the throat Six feet under with no marker Keep my name from your mouth forever Free speech for the living, dead men tell no tales Your laughing finger will never point again Omerta Omerta Sing for me now",,,,
52,"You call to me, and I fall at your feet How could anyone ask for more? And our time apart, like knives in my heart How could anyone ask for more? But if there's a pill to help me forget, God knows I haven't found it yet But I'm dying to, God I'm trying to 'Cause trying not to love you, only goes so far Trying not to need you, is tearing me apart Can't see the silver lining, from down here on the floor And I just keep on trying, but I don't know what for 'Cause trying not to love you Only makes me love you more Only makes me love you more And this kind of pain, only time takes away That's why it's harder to let you go And nothing I can do, without thinking of you That's why it's harder to let you go But if there's a pill to help me forget, God knows I haven't found it yet But I'm dying to, God I'm trying to It's trying not to love you, only goes so far Trying not to need you, is tearing me apart Can't see the silver lining, from down here on the floor And I just keep on trying, but I don't know what for 'Cause trying not to love you Only makes me love you more So I sit here divided, just talking to myself Was it something that I did? Was there somebody else? When a voice from behind me, that was fighting back tears Sat right down beside me, and whispered right in my ear Tonight I'm dying to tell you That trying not to love you, only went so far Trying not to need you, was tearing me apart Now I see the silver lining, of what we're fighting for And if we just keep on trying, we could be much more 'Cause trying not to love you Oh, yeah, trying not to love you Only makes me love you more Only makes me love you more",,,,
53,,,,,
54,,,,,
55,"I'm only pretty sure that I can't take anymore Before you take a swing I wonder what are we fighting for When I say out loud I want to get out of this I wonder is there anything I'm going to miss I wonder how it's going to be When you don't know me How's it going to be When you're sure I'm not there How's it going to be When there's no one there to talk to Between you and me Cause I don't care How's it going to be, How's it going to be Where we used to laugh There's a shouting match Sharp as a thumbnail scratch A silence I can't ignore Like the hammock by the Doorway we spent time in, swings empty Don't see lightning like last fall When it was always about to hit me I wonder how's it going to be When it goes down How's it going to be When you're not around How's it going to be When you found out there was nothing Between you and me Cause I don't care How's it going to be And how's it going to be When you don't know me anymore And how's it going to be Want to get myself back in again The soft dive of oblivion I want to taste the salt of your skin The soft dive of oblivion oblivion How's it going to be When you don't know me anymore How's it going to be, How's it going to be How's it going to be",,,,
56,,,,,
57,,,,,
58,,,,,
59,,,,,
60,"Blue moon you saw me standing alone Without a dream in my heart Without a love of my own Blue moon, you knew just what I was there for You heard me saying a prayer for  Someone I really could care for And then there suddenly appeared before me The only one my arms will ever hold I heard somebody whisper ""Please adore me"" And when I looked, the moon had turned to gold! Blue moon!  Now I'm no longer alone Without a dream in my heart Without a love of my own",,,,
61,"This time, this place misused, mistakes Too long, too late, who was I to make you wait? Just one chance, just one breath Just in case there's just one left 'Cause you know you know, you know That I love you I have loved you all along and I miss you Been far away for far too long I keep dreaming you'll be with me and you'll never go Stop breathing if I don't see you anymore On my knees, I'll ask last chance for one last dance 'Cause with you, I'd withstand All of hell to hold your hand I'd give it all I'd give for us Give anything, but I won't give up 'Cause you know you know, you know That I love you I have loved you all along and I miss you Been far away for far too long I keep dreaming you'll be with me and you'll never go Stop breathing if I don't see you anymore So far away, so far away Been far away for far too long So far away, so far away Been far away for far too long But you know, you know, you know I wanted, I wanted you to stay 'Cause I needed, I need to hear you say That I love you, I have loved you all along And I forgive you, for being away for far too long So keep breathing, 'cause I'm not leaving Hold on to me and never let me go Keep breathing, 'cause I'm not leaving you anymore Believe it, hold on to me and Never let me go, keep breathing Hold on to me and never let me go (Keep breathing) Hold on to me and never let me go",,,,
62,,,,,
63,"I'm so tired of being here Suppressed by all my childish fears And if you have to leave I wish that you would just leave 'Cause your presence still lingers here And it won't leave me alone These wounds won't seem to heal, this pain is just too real There's just too much that time cannot erase When you cried, I'd wipe away all of your tears When you'd scream, I'd fight away all of your fears And I held your hand through all of these years But you still have all of me You used to captivate me by your resonating light Now, I'm bound by the life you left behind Your face it haunts my once pleasant dreams Your voice it chased away all the sanity in me These wounds won't seem to heal, this pain is just too real There's just too much that time cannot erase When you cried, I'd wipe away all of your tears When you'd scream, I'd fight away all of your fears And I held your hand through all of these years But you still have all of me I've tried so hard to tell myself that you're gone But though you're still with me, I've been alone all along When you cried, I'd wipe away all of your tears When you'd scream, I'd fight away all of your fears And I held your hand through all of these years You still have all of me, me, me",,,,
64,"I can't escape this hell So many times I've tried But I'm still caged inside Somebody get me through this nightmare I can't control myself So what if you can see the darkest side of me? No one would ever change this animal I have become And help me believe it's not the real me Somebody help me tame this animal (This animal, this animal) I can't escape myself (I can't escape myself) So many times I've lied (So many times I've lied) But there's still rage inside Somebody get me through this nightmare I can't control myself So what if you can see the darkest side of me? No one would ever change this animal I have become And we believe it's not the real me Somebody help me tame this animal I have become And we believe it's not the real me Somebody help me tame this animal Somebody help me through this nightmare I can't control myself Somebody wake me from this nightmare I can't escape this hell (This animal, this animal, this animal This animal, this animal, this animal, this animal) So what if you can see the darkest side of me? No one will ever change this animal I have become And we believe it's not the real me Somebody help me tame this animal I have become And we believe it's not the real me Somebody help me tame this animal (This animal I have become)",,,,
65,,,,,
66,"You call to me, and I fall at your feet How could anyone ask for more? And our time apart, like knives in my heart How could anyone ask for more? But if there's a pill to help me forget, God knows I haven't found it yet But I'm dying to, God I'm trying to 'Cause trying not to love you, only goes so far Trying not to need you, is tearing me apart Can't see the silver lining, from down here on the floor And I just keep on trying, but I don't know what for 'Cause trying not to love you Only makes me love you more Only makes me love you more And this kind of pain, only time takes away That's why it's harder to let you go And nothing I can do, without thinking of you That's why it's harder to let you go But if there's a pill to help me forget, God knows I haven't found it yet But I'm dying to, God I'm trying to It's trying not to love you, only goes so far Trying not to need you, is tearing me apart Can't see the silver lining, from down here on the floor And I just keep on trying, but I don't know what for 'Cause trying not to love you Only makes me love you more So I sit here divided, just talking to myself Was it something that I did? Was there somebody else? When a voice from behind me, that was fighting back tears Sat right down beside me, and whispered right in my ear Tonight I'm dying to tell you That trying not to love you, only went so far Trying not to need you, was tearing me apart Now I see the silver lining, of what we're fighting for And if we just keep on trying, we could be much more 'Cause trying not to love you Oh, yeah, trying not to love you Only makes me love you more Only makes me love you more",,,,
