,0,1,2,3
11,"How many times will the clock go around How many times can my hands hit the ground How many coffins before there's a crown How far will I fall 'til the alarm sounds How come you love me when I am ugly Guess I can only hope Give me a second go Don't let me go alone You saw me at the worst You caught me falling first All I wanted to know Give me a second go No matter the weather there's never a break Conquer a ladder then slip on a snake Cried 'til my river turned into a lake And I'm wondering now before it's too late How can you save me when I am angry Reasons I'll never know Give me a second go Don't let me go alone You saw me at the worst You caught me falling first All I wanted to know Give me a second go One to five I'm half alive, six to nine I'm out of line Ten to twelve I'm not myself, By the millionth time, I cry. Give me a second go Don't let me go alone You saw me at the worst You caught me falling first All I wanted to know Give me a second go Don't let me go alone You saw me at the worst You caught me falling first All I wanted to know Give me a second go Give me a second go Give me a second go Again Give me a second go Don't let me go alone",,,
12,,,,
13,,,,
14,,,,
15,"If I needed someone to love You're the one that I'd be thinking of If I needed someone If I had some more time to spend Then I guess I'd be with you my friend If I needed someone Had you come some other day Then it might not have been like this But you see now I'm too much in love Carve your number on my wall And maybe you will get a call from me If I needed someone Ah, ah, ah, ah If I had some more time to spend Then I guess I'd be with you my friend If I needed someone Had you come some other day Then it might not have been like this But you see now I'm too much in love Carve your number on my wall And maybe you will get a call from me If I needed someone Ah, ah",,,
16,,,,
17,,,,
18,Sometimes I feel Like I don't have a partner Sometimes I feel Like my only friend Is the city I live in The city of angels Lonely as I am Together we cry I drive on her streets 'Cause she's my companion I walk through her hills 'Cause she knows who I am She sees my good deeds And she kisses me windy I never worry Now that is a lie I don't ever want to feel Like I did that day Take me to the place I love Take me all the way I don't ever want to feel Like I did that day Take me to the place I love Take me all the way (yeah yeah) It's hard to believe That there's nobody out there It's hard to believe That I'm all alone At least I have her love The city she loves me Lonely as I am Together we cry I don't ever want to feel Like I did that day Take me to the place I love Take me all the way I don't ever want to feel Like I did that day Take me to the place I love Take me all the way (yeah yeah) Ooh no (no no yeah yeah) Love me I say yeah yeah Under the bridge downtown Is were I drew some blood Under the bridge downtown I could not get enough Under the bridge downtown Forgot about my love Under the bridge downtown I gave my life away (yeah yeah) Ooh no (no no yeah yeah) Here I stay yeah yeah Here I stay,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,"He's a stranger to some And a vision to none He can never get enough Get enough of the one For a fortune he'd quit But it's hard to admit How it ends and begins On his face is a map of the world (A map of the world) On his face is a map of the world (A map of the world) From yesterday, it's coming From yesterday, the fear From yesterday, it calls him But he doesn't want to read the message out On a mountain he sits Not of gold but of shit Through the blood he can look See the lives that he took From a count to one He'll decide when he's done with the innocent On his face is a map of the world (A map of the world) On his face is a map of the world (A map of the world) From yesterday, it's coming From yesterday, the fear From yesterday, it calls him But he doesn't want to read the message (But he doesn't want to read the message) Doesn't want to read the message here! On his face is a map of the world From yesterday, it's coming! From yesterday, the fear! From yesterday, it calls him But he doesn't want to read the message here From yesterday From yesterday From yesterday, the fear From yesterday From yesterday But he doesn't want to read the message (But he doesn't want to read the message) He doesn't want to read the message here!",,,
26,,,,
27,"Put your dreams away for now I won't see you for some time I am lost in my mind I get lost in my mind Momma once told me You're already home where you feel love I am lost in my mind I get lost in my mind Oh oh oh oh Oh oh Oh oh oh oh Oh my brother Your wisdom is all that I need Oh my brother Don't you worry 'bout me Don't you worry Don't you worry, don't worry about me Oh oh oh oh Oh oh Oh oh oh oh How's that bricklayin' coming How's your engine running Is that bridge getting built Are your hands getting filled Won't you tell me my brother 'Cause there are stars up above We can start moving forward Oh oh Oh oh oh oh Oh oh Oh oh oh oh How's that bricklayin' coming How's your engine running Is that bridge getting built Are your hands getting filled Won't you tell me my brother 'Cause there are stars up above We can start moving forward Lost in my mind Lost in my mind Oh I get lost in my mind Lost, I get lost, I get lost in my mind Lost in my mind Yes I get lost in my mind Lost, I get lost, I get lost Oh I get lost Oh I get",,,
28,"Let's run away, from these lies Back to yesterday Safe tonight I feel the sun creepin' up like tick tock I'll try to keep you in my head, but if not We'll just keep running from tomorrow With our lips locked Yeah, you've got me begging, begging Baby please don't go If I wake up tomorrow, will you still be here I don't know, if you feel the way I do If you leave I'm going to find you Baby please don't go, go, go, go Baby please don't go, go, go, go Baby please don't go, go, go, go Baby please don't, baby please don't Baby please don't run away from my bed Start another day stay instead I feel the sun creepin' up like tick tock I'll try to keep you in my head but if not We'll just keep running from tomorrow With our lips locked Yeah, you've got me begging, begging Baby please don't go If I wake up tomorrow, will you still be here I don't know, if you feel the way I do If you leave I'm going to find you Baby please don't go, go, go, go Baby please don't go, go, go, go Baby please don't go, go, go, go Baby please don't, baby please don't, baby please don't Running from tomorrow I stay running from tomorrow I stay running from tomorrow I stay running from tomorrow Baby please don't go If I wake up tomorrow, will you still be here I don't know, if you feel the way I do If you leave I'm going to find you Baby please don't go, go, go, go Baby please don't go, go, go, go Baby please don't go, go, go, go Baby please don't, baby please don't, baby plase don't runaway",,,
29,"You're just too good to be true I can't take my eyes off you You'd be like heaven to touch I wanna hold you so much At long last love has arrived And I thank God I'm alive You're just too good to be true Can't take my eyes off you Pardon the way that I stare There's nothing else to compare The sight of you leaves me weak There are no words left to speak But if you feel like I feel Please let me know that is real You're just too good to be true I can't take my eyes off you I need you baby And if it's quite all right I need you baby To warm the lonely nights I love you baby Trust in me when I say okay Oh pretty baby Don't let me down I pray Oh pretty baby Now that I've found you stay And let me love you, oh baby Let me love you You're just too good to be true I can't take my eyes off you You'd be like heaven to touch I wanna hold you so much At long last love has arrived And I thank God I'm alive You're just too good to be true Can't take my eyes off of you I need you baby And if it's quite all right I need you baby To warm the lonely nights I love you baby Trust in me when I say it's okay Oh pretty baby Don't let me down I pray Oh pretty baby Now that I've found you stay And let me love you, oh baby Let me love you, oh baby I need you baby And if it's quite all right I love you baby You warm the lonely nights I need you baby Trust in me when I say it's okay Oh pretty baby Don't let me down I pray Oh pretty baby Now that I've found you stay And let me love you, oh baby Let me love you, oh baby",,,
30,"If the sun shuts down and decided not to shine no more I would still have you, baby If we see the last day and they say we gotta go to war I'll be fighting with you, baby Cause I know if I'm falling, you won't let me hit the ground If the boat is sinking, I know you won't let me drown No matter what anyone could say This is the only place for me And no one could ever take that away Nothing could come between us If the sun shuts down and decided not to shine no more (No more) I would still have you, you, you ,you, you, you, you If we see the last day and they say we gotta go to war (To War) I'll be fighting with you, you, you ,you, you Because it's us against the world The world, the world You know it's us against the world The world, the world, oh Now if I'm lost at sea 7 days I'm not alone If I'm holding you, you, you, you, you And if it all end's; everybody in the world is gone I'll be standing with you, baby And if it's the last breath I take I'll leave my kiss my with you If there's a wall between us, baby I know I'll break through No matter what anyone could say This is the only place for me And no one could ever take that away Nothing could come between us If the sun shuts down and decided not to shine no more (No more) I would still have you, you, you ,you, you, you, you If we see the last day and they say we gotta go to war (To War) I'll be fighting with you, you, you ,you, you Because it's us against the world Nothing's stronger now than you and I Cause your love is all I got And this ain't never gon' stop No, whoa There's no distance here when we're apart Come on in from the cold Lay your head on my shoulder Ride like a soldier I'ma stay right here If the sun shuts down and decided not to shine no more (No more) I would still have you, you, you ,you, you, you, you If we see the last day and they say we gotta go to war (To War) I'll be fighting with you, you, you ,you, you Because it's us against the world The world, the world You know it's us against the world The world, the world, oh [Repeat: x2]",,,
31,,,,
32,"Come here, baby You know you drive me up the wall The way you make good on all the nasty tricks you pull Seems like we're makin' up more than we're makin' love And it always seems you got somethin' on your mind other than me Girl, you got to change your crazy ways You hear me? Say you're leavin' on a seven thirty train And that you're headin' out to Hollywood Girl, you been givin' me that line so many times It kinda gets like feelin' bad looks good, yeah That kinda lovin' turns a man to a slave That kinda lovin' sends a man right to his grave I go crazy, crazy baby, I go crazy You turn it on, then you're gone Yeah, you drive me crazy, crazy, crazy for you baby What can I do, honey?  I feel like the color blue You're packin' up your stuff And talkin' like it's tough And tryin' to tell me that it's time to go, yeah! But, I know you ain't wearin' nothin' underneath that over coat And it's all a show, yeah! That kinda lovin' makes me wanna pull down the shade, yeah! That kinda lovin', yeah, now I'm never, never, never gonna be the same I go crazy, crazy baby, I go crazy You turn it on, then you're gone Yeah, you drive me crazy, crazy, crazy for you baby What can I do, honey?  I feel like the color blue I'm losin' my mind, girl, cause I'm goin' cra I need your love, honey, yeah! I need your love Crazy, crazy, crazy for you baby I'm losin' my mind, girl, cause I'm goin' crazy Crazy, crazy, crazy for you baby You turn it on then, you're gone Yeah, you drive me Ooh, ooh, ooh,  Ooh, ooh, ooh Ow, yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah Yeah, now baby, baby, baby, baby",,,
33,"We're talking away I don't know what I'm to say I'll say it anyway Today's another day to find you Shying away I'll be coming for your love, okay? Take on me, (take on me) Take me on, (take on me) I'll be gone In a day or two So needless to say I'm odds and ends I'll be stumbling away Slowly learning that life is OK Say after me It's no better to be safe than sorry Take on me, (take on me) Take me on, (take on me) I'll be gone In a day or two Oh the things that you say Is it live or Just to play my worries away You're all the things I've got to remember You're shying away I'll be coming for you anyway Take on me, (take on me) Take me on, (take on me) I'll be gone In a day I'll be gone (take on me) In a day",,,
34,,,,
35,,,,
36,,,,
37,Dark in the city night is a wire Steam in the subway earth is afire Do do do do do do do dodo dododo dodo Woman you want me give me a sign And catch my breathing even closer behind Do do do do do do do dodo dododo dodo In touch with the ground I'm on the hunt down I'm after you Smell like I sound I'm lost in a crowd And I'm hungry like the wolf Straddle the line in discord and rhyme I'm on the hunt down I'm after you Mouth is alive with juices like wine And I'm hungry like the wolf Stalked in the forest too close to hide I'll be upon you by the moonlight side Do do do do do do do dodo dododo dodo High blood drumming on your skin it's so tight You feel my heat I'm just a moment behind Do do do do do do do dodo dododo dodo In touch with the ground I'm on the huntdown after you Scent and a sound I'm lost and I'm found And I'm hungry like the wolf Strut on a line it's discord and rhyme I howl and I whine I'm after you Mouth is alive all running inside And I'm hungry like the wolf Hungry like the wolf Burning the ground I break from the crowd I'm on the huntdown I'm after you I smell like I sound I'm lost and I'm found And I'm hungry like the wolf Strut on a line it's discord and rhyme I'm on the hunt down I'm after you Mouth is alive with juices like wine And I'm hungry like the wolf Burning the ground I break from the crowd I'm on the huntdown I'm after you Scent and a sound I'm lost and I'm found And I'm hungry like the wolf Strut on a line it's discord and rhyme I'm on the hunt down I'm after you Mouth is alive,"I went home with a waitress the way I always do How was I to know she was with the russians, too? I was gambling in havana, I took a little risk Send lawyers, guns, and money Dad, get me out of this, hiyah! An innocent bystander Somehow I got stuck between a rock and a hard place And I'm down on my luck Yes, I'm down on my luck Well, I'm down on my luck I'm hiding in honduras, I'm a desperate man Send lawyers, guns, and money The shit has hit the fan Send lawyers, guns, and money Send lawyers, guns, and money Send lawyers, guns, and money, hiyah! Send lawyers, guns, and money, ow!",,
38,,,,
39,For millions of years mankind lived just like the animals Then something happenend which unleashed the power of our imagination We learned to talk There's a silence surrounding me I can't seem to think straight I'll sit in the corner No one can bother me I think I should speak now  Why won't you talk to me I can't seem to speak now  You never talk to me My words won't come out right  What are you thinking I feel like I'm drowning  What are you feeling I'm feeling weak now  You never talk to me But I can't show my weakness  What are you thinking I sometimes wonder  What are you feeling Where do we go from here It doesn't have to be like this All we need to do is make sure we keep talking Why won't you talk to me  I feel like I'm drowning You never talk to me  You know I can't breathe now What are you thinking  We're going nowhere What are you feeling  We're going nowhere Why won't you talk to me You never talk to me What are you thinking Where do we go from here It doesn't have to be like this All we need to do is make sure we keep talking,,,
40,,,,
41,,,,
42,,,,
43,"SPIN SPIN SUGAR I'm everyone - I feel used, I'm everyone - I need you, I'm everyone - hang your label on me, I'm everyone - Paint it black and white and easy, I'm everyone - Sticks in me, I'm everyone - Sticks with me, I want perfection - I'm real need, I've seen attention - See through me, Call on me - Spin spin sugar Crawl on me - Spin spin sugar Stinks on me - Spin spin sugar Twists for me - Spin spin sugar",,,
44,,,,
45,"She grew up in an Indiana town Had a good lookin' momma who never was around But she grew up tall and she grew up right With them Indiana boys on an Indiana night Well she moved down here at the age of eighteen She blew the boys away, it was more than they'd seen I was introduced and we both started groovin' She said, ""I dig you baby but I got to keep movin'...on, keep movin' on"" Last dance with Mary Jane One more time to kill the pain I feel summer creepin' in and I'm Tired of this town again Well I don't know what I've been told You never slow down, you never grow old I'm tired of screwing up, I'm tired of goin' down I'm tired of myself, I'm tired of this town Oh my my, oh hell yes Honey put on that party dress Buy me a drink, sing me a song, Take me as I come 'cause I can't stay long Last dance with Mary Jane One more time to kill the pain I feel summer creepin' in and I'm Tired of this town again There's pigeons down in Market Square She's standin' in her underwear Lookin' down from a hotel room Nightfall will be comin' soon Oh my my, oh hell yes You've got to put on that party dress It was too cold to cry when I woke up alone I hit the last number, I walked to the road Last dance with Mary Jane One more time to kill the pain I feel summer creepin' in and I'm Tired of this town again",,,
46,"It doesn't matter what I say So long as I sing with inflection That makes you feel I'll convey Some inner truth or vast reflection But I've said nothing so far And I can keep it up for as long as it takes And it don't matter who you are If I'm doing my job then it's your resolve that breaks Because the hook brings you back I ain't tellin' you no lie The hook brings you back On that you can rely There is something amiss I am being insincere In fact I don't mean any of this Still my confession draws you near To confuse the issue I refer To familiar heroes from long ago No matter how much Peter loved her What made the Pan refuse to grow Was that the hook brings you back I ain't tellin' you no lie The hook brings you back On that you can rely Suck it in, suck it in, suck it in If you're Rin Tin Tin or Anne Boleyn Make a desperate move or else you'll win And then begin to see What you're doing to me This MTV is not for free It's so PC it's killing me So desperately I sing to thee of love Sure but also rage and hate and pain and fear of self And I can't keep these feeling on the shelf I've tried, well no, in fact I lied Could be financial suicide but I've got too much pride inside To hide or slide I'll do as I'll decide and let it ride till until I've died And only then shall I abide by this tide Of catchy little tunes Of hip three minute diddies I wanna bust all your balloons I wanna burn of all your cities to the ground But I've found, I will not mess around Unless I play then hey I will go on all day Hear what I say I have a prayer to pray That's really all this was And when I'm feeling stuck and need a buck I don't rely on luck Because the hook brings you back I ain't tellin' you no lie The hook On that you can rely",,,
47,,,,
48,"Oh I beg you, can I follow? Oh I ask you, why not always? Be the ocean, where I unravel Be my only, be the water where I'm wading You're my river running high Run deep, run wild I, I follow, I follow you Deep sea baby, I follow you I, I follow, I follow you Dark doom honey, I follow you He a message, I'm the runner He the rebel, I'm the daughter waiting for you You're my river running high Run deep, run wild I, I follow, I follow you Deep sea baby, I follow you I, I follow, I follow you Dark doom honey, I follow you You're my river running high Run deep, run wild I, I follow, I follow you Deep sea baby, I follow you I, I follow, I follow you Dark doom honey, I follow you I, I follow, I follow you Deep sea baby, I follow you I, I follow, I follow you Dark doom honey, I follow you",,,
49,"Just gonna stand there And watch me burn But that's alright Because I like The way it hurts Just gonna stand there And hear me cry But that's alright Because I love The way you lie I love the way you lie I can't tell you what it really is I can only tell you what it feels like And right now it's a steel knife In my windpipe I can't breathe But I still fight While I can fight As long as the wrong feels right It's like I'm in flight High off of love Drunk from my hate It's like I'm huffing paint And I love it the more that I suffer I suffocate And right before I'm about to drown She resuscitates me She f***ing hates me And I love it Wait Where you going I'm leaving you No you ain't Come back We're running right back Here we go again It's so insane Cause when it's going good It's going great I'm Superman With the wind at his back She's Lois Lane But when it's bad It's awful I feel so ashamed I snapped Who's that dude I don't even know his name I laid hands on her I'll never stoop so low again I guess I don't know my own strength Just gonna stand there And watch me burn But that's alright Because I like The way it hurts Just gonna stand there And hear me cry But that's alright Because I love The way you lie I love the way you lie I love the way you lie You ever love somebody so much You can barely breathe When you're with them You meet And neither one of you Even know what hit 'em Got that warm fuzzy feeling Yeah them chills Used to get 'em Now you're getting f***ing sick Of looking at 'em You swore you've never hit 'em Never do nothing to hurt 'em Now you're in each others face Spewing venom And these words When you spit 'em You push Pull each other's hair Scratch, claw, bit 'em Throw 'em down Pin 'em So lost in the moments When you're in 'em It's the rage that's the culprit It controls you both So they say it's best To go your separate ways Guess that they don't know ya Cause today That was yesterday Yesterday is over It's a different day Sound like broken records Playin' over But you promised her Next time you'll show restraint You don't get another chance Life is no Nintendo game But you lied again Now you get to watch her leave Out the window Guess that's why they call it window pane Just gonna stand there And watch me burn But that's alright Because I like The way it hurts Just gonna stand there And hear me cry But that's alright Because I love The way you lie I love the way you lie Now I know we said things Did things That we didn't mean And we fall back Into the same patterns Same routine But your temper's just as bad As mine is You're the same as me But when it comes to love You're just as blinded Baby please come back It wasn't you Baby it was me Maybe our relationship Isn't as crazy as it seems Maybe that's what happens When a tornado meets a volcano All I know is I love you too much To walk away now Come inside Pick up your bags off the sidewalk Don't you hear sincerity In my voice when I talk Told you this is my fault Look me in the eyeball Next time I'm pissed I'll aim my fist At the dry wall Next time There will be no next time I apologize Even though I know it's lies I'm tired of the games I just want her back I know I'm a liar If she ever tries to f***ing leave again I'm a tie her to the bed And set this house on fire Just gonna stand there And watch me burn But that's alright Because I like The way it hurts Just gonna stand there And hear me cry But that's alright Because I love The way you lie I love the way you lie I love the way you lie",,,
50,,,,
51,,,,
52,,,,
53,"Picture yourself in a boat on a river With tangerine trees and marmalade skies Somebody calls you, you answer quite slowly A girl with kaleidoscope eyes Cellophane flowers of yellow and green Towering over your head Look for the girl with the sun in her eyes And she's gone Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ah Follow her down to a bridge by a fountain Where rocking horse people eat marshmallow pies Everyone smiles as you drift past the flowers That grow so incredibly high Newspaper taxis appear on the shore Waiting to take you away Climb in the back with your head in the clouds And you're gone Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ah Picture yourself on a train in a station With plasticine porters with looking glass ties Suddenly someone is there at the turnstile The girl with the kaleidoscope eyes Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ah Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds Ah Lucy in the sky with diamonds Lucy in the sky with diamonds Lucy in the sky with diamonds",,,
54,,,,
55,"Get straight, wait here while I try to find the exit sign When we stop asking strangers, no one wants what we want Keep one eye on the door, keep one eye on the bag Never expect to be sure You're working for the police and the private, the pirates and the pilots Fingerprinted waiting for the train The doctor, the writer, the hairdresser, Felt up and fingerprinted waiting for the train Lord lord mother, you're all losing love Lord listen lover, you're all missing mama Lord lord mother, you're all losing love Lord listen lover, you're all missing something I don't got There's a place that ends here I know When they close the gates I'll cry I'm so tired of never sleeping The whole world wants what we're on Didn't make this up I learned, I learned it from a friend My friend is coming clean, she told me Keep one eye on the door, keep one eye on the bed Never expect to be sure, who you're working for You're working for the police and the private, the pirates and the pilots Fingerprinted waiting for the train The doctor, the writer, the garbage collector Fingerprinted waiting for the train Lord lord mother, you're all losing love Lord listen lover, you're all missing mama Lord lord mother, you're all losing love Lord listen lover, you're all missing mama Lord lord mother, you're all losing love Lord listen lover, you're all missing mama Lord lord mother, you're all losing love Lord listen lover, you're all missing love Got to get out Got to get to you, the orphanage is closing in an hour",,,
56,,,,
57,"Suddenly in sight  Brush off the leg  Orbit to freedom  Around the head  Fly  Clocks always moving  Inside the heart  Paces, the time  Stops on the needle  Fly  Outside the window  Sudden squall  The Fly is above the cloud  Today's weather  Is a bit strange  Wings flutter  It disappeared  Outside the window  It went somewhere  Disappeared into the sea",,,
58,,,,
59,,,,
60,,,,
61,"I love to love you baby I love to love you baby I'm feelin' sexy I wanna hear you say my name boy If you can reach me You can feel my burning flame I'm feelin' kind of n-a-s-t-y I just might take you home with me Baby the minute I feel your energy Your vibe's just taken over me Start feelin' so crazy babe Lately, I feel the funk coming over me I don't know what's gotten into me The rhythm's got me feelin' so crazy babe Tonight I'll be your naughty girl I'm callin' all my girls We're gonna turn this party out I know you want my body Tonight I'll be your naughty girl I'm Callin' all my girls I see you look me up and down And I came to party You're so sexy Tonight I am all yours boy The way your body Moves across the floor You got me feelin n-a-s-t-y, I just might take you home with me Baby the minute i feel your energy The vibe's just taken over me Start feelin' so crazy babe Lately, I feel the funk coming over me I don't know what's gotten into me The rhythm's got me feelin' so crazy babe Tonight I'll be your naughty girl I'm callin' all my girls We're gonna turn this party out I know you want my body Tonight I'll be your naughty girl I'm Callin' all my girls I see you look me up and down And I came to party I love to love you baby (I love to love you baby) I love to love you baby (I love to love you baby) I love to love you baby (I love to love you baby) I love to love you baby (I love to love you baby) Tonight I'll be your naughty girl I'm callin' all my girls We're gonna turn this party out I know you want my body Tonight I'll be your naughty girl I'm Callin' all my girls I see you look me up and down And I came to party Tonight I'll be your naughty girl (I'll be you naughty girl) I'm callin' all my girls We're gonna turn this party out I know you want my body Tonight I'll be your naughty girl I'm Callin' all my girls I see you look me up and down And I came to party",,,
62,,,,
63,"Rather die in your arms, than die lonesome Rather die hard, than die hollow The higher that I climb The deeper I fall down I'm running out of time So let's dance while we're waiting We will live longer than I will We will be better than I was We can cross rivers with our will We can do better than I can So dance while you can Dance 'cause you must Love out of lust Dance while you can Rather live out a lie than live wondering How the fire feels while burning For life is like a flame And the ashes for wasting So honey don't be afraid To dance while we're waiting We will live longer than I will We will be better than I was We can cross rivers without wind We can do better than I can So dance while you can Dance 'cause you must Love out of lust Dance while you can So tired of waiting Come baby So tired of waiting Come baby We will live longer than I will We will be better than I was We can cross rivers with our will We can do better than I can We will live longer than I will We will be better than I was We can cross rivers with our will We can do better than I can So dance while you can Dance 'cause you must Love out of lust So dance while you can Love out of lust Love out of lust Love out of lust",,,
64,,,,
65,"God is good and fate is great When it feels so strong it's hard to wait You never know how it might unfold Hearts to break and bodies to hold Time will tell but it never gets old Like I told you I'm in for the long long Had to of been one of those things that took place in outer space A match made in heaven, not a scratch on her face Angels must have smoked some dust Singing songs about ""In God We Trust"" Something slide, but this is a must Like I told you there's a time for finding out People try to tell me what not to do You shouldn't make it with a younger girl and Too many chances for the foot to drop, I tried to tell 'em that I found a pearl, well Like I told you be careful what you're asking for This is to Brutus Gotta mess of a better hell, ow This is to Judas Even you never had my back She was the cutest thing that I ever did see A drink in her hand and I don't mean tea She was with a dude, but I just didn't care I had to find out, these moments are rare And Stevie says, ""All is fair"" Like I told you there is something for everyone Well, I guess I never told you some things That I really, really wanted to say Did I do everything I could do, Or did the mice just need to play? Like I told you there's more than meets the eye This is to Brutus Gotta mess of a better hell, ow I said this is to Judas Even you never had my back I'm not trying to point fingers at you And I'm not trying to lay any blame But when it comes to the punishment Girl you know how to bring the pain Like I told you I'd do it all again This is to Brutus I gotta mess of a better hell, ow I said this is to Judas Even you never had my back Come on This is to Brutus There's a jury to the woman's lap, ow This is to Judas Even you never had my back",,,
66,"If you could only see the beast you've made of me I held it in but now it seems you've set it running free Screaming in the dark, I howl when we're apart Drag my teeth across your chest to taste your beating heart My fingers claw your skin, try to tear my way in You are the moon that breaks the night for which I have to howl My fingers claw your skin, try to tear my way in You are the moon that breaks the night for which I have to Howl, howl Howl, howl Now there's no holding back, I'm making an attack My blood is singing with your voice, I want to pour it out The saints can't help me now, the ropes have been unbound I hunt for you with bloodied feet across the hallow'ed ground Like some child possessed, the beast howls in my veins I want to find you, tear out all of your tenderness And howl, howl Howl, howl Be careful of the curse that falls on young lovers Starts so soft and sweet and turns them to hunters Hunters, hunters, hunters Hunters, hunters, hunters The fabric of your flesh, pure as a wedding dress Until I wrap myself inside your arms I cannot rest The saints can't help me now, the ropes have been unbound I hunt for you with bloodied feet across the hallowed ground And howl Be careful of the curse that falls on young lovers Starts so soft and sweet and turns them to hunters A man who's pure of heart and says his prayers by night May still become a wolf when the autumn moon is bright If you could only see the beast you've made of me I held it in but now it seems you've set it running free The saints can't help me now, the ropes have been unbound I hunt for you with bloodied feet across the hallow'ed ground",,,
67,"Drink up, baby, stay up all night With the things you could do, you won't but you might The potential you'll be that you'll never see The promises you'll only make Drink up with me now and forget all about The pressure of days, do what I say And I'll make you okay and drive them away The images stuck in your head People you've been before that you Don't want around anymore That push and shove and won't bend to your will I'll keep them still Drink up, baby, look at the stars I'll kiss you again, between the bars Where I'm seeing you there, with your hands in the air Waiting to finally be caught Drink up one more time and I'll make you mine Keep you apart, deep in my heart Separate from the rest, where I like you the best And keep the things you forgot People you've been before that you Don't want around anymore That push and shove and won't bend to your will I'll keep them still",,,
68,,,,
69,"What I want, you've got And it might be hard to handle But like the flame that burns the candle The candle feeds the flame, yeah yeah What I've got's full stock of thoughts and dreams that scatter You pull them all together And how, I can't explain Oh yeah, well well you You make my dreams come true Well well you, oh yeah You make my dreams come true Girl oh yeah On a night when bad dreams become a screamer When they're messin' with a dreamer I can laugh it in the face Twist and shout my way out And wrap yourself around me 'Cause I ain't the way you found me And I'll never be the same, oh yeah Well 'cause you You make my dreams come true, oh yeah Well well you, ooh ooh You make my dreams come true, whoa yeah Well listen to this, oh I'm down on the daydream Oh that sleepwalk should be over by now I know Ah you, yeah yeah you make my dreams come true, oh yeah I've been waiting for, waiting for you girl, oh yeah You make my dreams come true Make you make you make, I've  been waiting for, waiting for you girl All night You make my dreams come true, oh whoa whoa I've been waiting for, waiting for, waiting for, waiting for Waiting for, waiting for, waiting for Wooh ooh ooh ooh ooh ooh ooh I've been waiting for you girl",,,
70,,,,
71,,,,
