,0,1,2,3
12,"It echoes in my brain I didn't mean it Pulses through my veins I didn't mean it I'm the one to blame I didn't mean it Did too much cocaine I didn't mean it. Slackerbitch, faghag, whore Looks real cute, her lips are sore Slackerbitch, faghag, whore Always comes back for more Your memory will fade I didn't mean it You've always had it made I didn't mean it I know you feel betrayed I didn't mean it I just wanted to get laid I didn't mean it Slackerbitch, faghag, whore Looks real cute, her lips are sore Slackerbitch, faghag, whore Always knocking on my door You come across impure I didn't mean it You're goddamn immature I didn't mean it You act so insecure I didn't mean it You hate me now I'm sure I didn't mean it Slackerbitch, faghag, whore Looks real cute, her lips are sore Slackerbitch, faghag, whore Dripping sex from every pore Slackerbitch, faghag, whore Looks real cute, her lips are sore Slackerbitch, faghag, whore Such a motherfucking bore.",,,
13,,,,
14,,,,
15,"On the first page of our story The future seemed so bright Then this thing turned out so evil I don't know why I'm still surprised Even angels have their wicked schemes And you take that to new extremes But you'll always be my hero Even though you've lost your mind Just gonna stand there and watch me burn But that's all right because I like the way it hurts Just gonna stand there and hear me cry But that's all right because I love the way you lie I love the way you lie Oh, I love the way you lie Now there's gravel in our voices Glass is shattered from the fight In this tug of war, you'll always win Even when I'm right 'Cause you feed me fables from your head With violent words and empty threats And it's sick that all these battles Are what keeps me satisfied Just gonna stand there and watch me burn But that's all right because I like the way it hurts Just gonna stand there and hear me cry But that's all right because I love the way you lie I love the way you lie Oh, I love the way you lie So maybe I'm a masochist I try to run but I don't want to ever leave Til the walls are goin' up In smoke with all our memories This morning, you wake, a sun ray hits your face Smeared makeup as we lay in the wake of destruction Hush baby, speak softly, tell me how awfully sorry That you pushed me into the coffee table last night So I can push you off me Try and touch me so I can scream at you not to touch me Run out the room and I'll follow you like a lost puppy Baby, without you, I'm nothing, I'm so lost, hug me Then tell me how ugly I am, but that you'll always love me Then after that, shove me, in the aftermath of the Destructive path that we're on, two psychopaths but we Know that no matter how many knives we put in each other's backs That we'll have each others backs, 'cause we're that lucky Together, we move mountains, let's not make mountains out of molehills, You hit me twice, yeah, but who's counting? I may have hit you three times, I'm startin' to lose count But together, we'll live forever, we found the youth fountain Our love is crazy, we're nuts, but I refused counseling This house is too huge, if you move out I'll burn all two thousand Square feet of it to the ground, ain't shit you can do about it With you I'm in my fuckin' mind, without you, I'm out it Just gonna stand there and watch me burn But that's all right because I like the way it hurts Just gonna stand there and hear me cry But that's all right because I love the way you lie I love the way you lie I love the way you lie I love the way you lie I love the way you lie",,,
16,,,,
17,"Faces have trouble smiling When it's less than a merry affair When you communicate through the writing on the wall There's no love for you there You wanted to draw a picture But your relationship could never hold a pose You're left with a roomful of sketches That only hint at the love you wanted to know Let it out, let it go Hold back the tears no longer Let them fall on the floor Not on your will to be stronger Who are you In the face of disappointment? Where is your character The one who keeps you going? The one who keeps you going Caught you by surprise How time changes people and places Would you guard over your ruins like you're doing If you knew your first kiss was your greatest? Let it out, let it go Hold back the tears no longer, listen When you work too hard to get along Maybe it's time you moved on Who are you When heavy weather is blowing? Where is your character The one who keeps you going? Who are you When heavy weather is blowing? Where is your character, baby The one who keeps you going, going? The one who keeps you going, going The one who keeps you going, going And going, and going, going",,,
18,,,,
19,,,,
20,,,,
21,,,,
22,"Smack, crack, bushwhacked Tie another one to the racks, baby Hey kids, rock and roll Nobody tells you where to go, baby What if I ride What if you walk What if you rock around the clock Tick-tock, tick-tock What if you did, what if you walk? What if you tried to get off, baby? Hey, kids, where are you Nobody tells you what to do, baby Hey kids, shake a leg Maybe you're crazy in the head, baby Maybe you did Maybe you walked Maybe you rocked around the clock Tick-tock, tick-tock Maybe I ride Maybe you walk Maybe I drive to get off, baby Hey kids, shake a leg Maybe you're crazy in the head, baby Ollie, ollie Ollie, ollie, ollie Ollie, ollie, in come free, baby Hey, kids, where are you? Nobody tells you what to do, baby Smack, crack, shack-a-lack Tie another one to your back, baby Hey kids, rock and roll Nobody tells you where to go, baby Maybe you did Maybe you walk Maybe you rock around the clock Tick-tock, tick-tock Maybe I ride Maybe you walk Maybe I drive to get off, baby Hey kids, where are you? Nobody tells you what to do, baby Hey kids, rock and roll Nobody tells you where to go, baby, baby, baby",,,
23,"Now you all know The bards and their songs When hours have gone by I'll close my eyes In a world far away We may meet again But now hear my song About the dawn of the night Let's sing the bards' song Tomorrow will take us away Far from home No one will ever know our names But the bards' songs will remain Tomorrow will take it away The fear of today It will be gone Due to our magic songs There's only one song Left in my mind Tales of a brave man Who lived far from here Now the bard songs are over And it's time to leave No one should ask you for the name Of the one Who tells the story Tomorrow will take us away Far from home No one will ever know our names But the bards' songs will remain Tomorrow all will be known And you're not alone So don't be afraid In the dark and cold 'Cause the bards' songs will remain They all will remain In my thoughts and in my dreams They're always in my mind These songs of hobbits, dwarves and men And elves Come close your eyes You can see them too",,,
24,"Hello again, friend of a friend, I knew you when Our common goal was waiting for the world to end Now that the truth is just a rule that you can bend You crack the whip, shape-shift and trick the past again Send you my love on a wire Lift you up, every time, everyone, ooh, pulls away, ooh From you Got balls of steel, got an automobile, for a minimum wage Got real estate, I'm buying it all up in outer space Now that the truth is just a rule that you can bend You crack the whip, shape-shift and trick, the past again Send you my love on a wire Lift you up, every time, everyone, ooh, pulls away, ooh It's a mechanical bull, the number one You'll take a ride from anyone Everyone wants a ride, pulls away, ooh, from you",,,
25,"I rode my bicycle past your window last night I roller skated to your door at day light It almost seems like you're avoiding me I'm okay alone, but you got something I need Well, I got a brand new pair of roller skates You got a brand new key I think that we should get together and try them out, you see I been looking around awhile, you got something for me Oh, I got a brand new pair of roller skates You got a brand new key I ride my bike, I roller skate, don't drive no car Don't go too fast, but I go pretty far For somebody who don't drive I been all round the world Some people think I done all right for a girl Well, I got a brand new pair of roller skates You got a brand new key I think that we should get together and try them out, you see I been looking around awhile, you got something for me Oh, I got a brand new pair of roller skates You got a brand new key I asked your mother if you were at home She said ""Yes"" but you weren't alone Well, sometimes I think that you're avoiding me I'm okay alone, but you got something I need Well, I got a brand new pair of roller skates You got a brand new key I think that we should get together and try them out, you see I been looking around awhile, you got something for me Oh, I got a brand new pair of roller skates You got a brand new key Oh, I got a brand new pair of roller skates You got a brand new key Oh, I got a brand new pair of roller skates",,,
26,I can sense it Something important Is about to happen It's coming up It takes courage to enjoy it The hardcore and the gentle Big time sensuality We just met And I know i'm a bit too intimate But something huge is coming up And we're both included It takes courage to enjoy it The hardcore and the gentle Big time sensuality I don't know my future after this weekend And I don't want to It takes courage to enjoy it The hardcore and the gentle Big time sensuality Sensuality,,,
27,,,,
28,,,,
29,"Where is the love (7 times)  Where is the love  You said you'd give to me  Soon as you were free  Will it ever be  Where is the love?  You told me that you didn't love him And you were gonna say goodbye  But if you really didn't mean it  Why did you have to lie?  Where is the love,  You said was mine all mine, till the end of time  Was it just a lie  Where is the love  If you had had a sudden change of heart  I wish that you would tell me so  Don't leave me hangin' on the promises  You've got to let me know  Oh how I wish I never met you  I guess it must have been my fate  To fall in love with someone else's love  All I can do is wait  (that's all I can do)  Yeah yeah yeah  Where is the love (vamp until end)",,,
30,,,,
31,I will never bother you I will never promise to I will never follow you I will never bother you Never say a word again I will crawl away for good I will move away from here You won't be afraid of fear No thought was put into this I always knew it would come to this Things have never been so swell And I have never failed to fail Pain Pain Pain You know you're right You know you're right You know you're right It's so warm and calm inside I no longer have to hide There's talk about someone else Sterling silver begins to melt Nothin' really bothers her She just wants to love herself I will move away from here You won't be afraid of fear No thought was put into this I always knew it'd come to this Things have never been so swell And I have never failed to fail Pain Pain Pain Pain Pain You know you're right You know you're right You know you're right You know you're right You know you're right You know you're right You know you're right You know you're right You know you're right You know you're right You know you're right You know you're right You know your rights You know your rights You know your rights You know your rights You know your rights Pain,,,
32,,,,
33,,,,
34,,,,
35,"Gazing through the window at the world outside Wondering will Mother Earth survive Hoping that mankind will stop abusing her, sometime After all there's only just the two of us And here we are still fighting for our lives Watching all of history repeat itself, time after time I'm just a dreamer, I dream my life away I'm just a dreamer, who dreams of better days I watch the sun go down like everyone of us I'm hoping that the dawn will bring a sign A better place for those who will come after us, this time I'm just a dreamer, I dream my life away oh yeah I'm just a dreamer, who dreams of better days Your higher power maybe God or Jesus Christ It doesn't really matter much to me Without each others help there ain't no hope for us I'm living in a dream of fantasy, oh yeah yeah yeah! If only we could all just find serenity It would be nice if we could live as one When will all this anger, hate and bigotry be gone? I'm just a dreamer, I dream my life away (today) I'm just a dreamer, who dreams of better days (okay) I'm just a dreamer, who's searching for the way (today) I'm just a dreamer, dreaming my life away (oh yeah yeah yeah)",,,
36,"Take me down to the paradise city Where the grass is green and the girls are pretty Take me home  (oh won't you please take me home) Take me down to the paradise city Where the grass is green and the girls are pretty Take me home  (oh won't you please take me home) Just a urchin livin' under the street I'm a hard case that's tough to beat I'm your charity case so buy me something to eat I'll pay you at another time Take it to the end of the line Rags to riches or so they say Ya gotta keep pushin' for the fortune and fame You know it's all a gamble when it's just a game Ya treat it like a capital crime Everybody's doin' the time Take me down to the paradise city Where the grass is green and the girls are pretty Oh won't you please take me home Take me down to the paradise city Where the grass is green and the girls are pretty Take me home, yeah yeah Strapped in the chair of the city's gas chamber Why I'm here I can't quite remember The surgeon general says it's hazardous to breathe I'd have another cigarette but I can't see Tell me who you're gonna believe Take me down to the paradise city Where the grass is green and the girls are pretty Take me home, yeah yeah Take me down to the paradise city Where the grass is green and the girls are pretty Oh won't you please take me home So far away So far away So far away So far away Captain America's been torn apart Now he's a court jester with a broken heart He said ""turn me around and take me back to the start"" I must be losing my mind ""are you blind?"" I've seen it all a million times Take me down to the paradise city Where the grass is green and the girls are pretty Take me home, yeah yeah Take me down to the paradise city Where the grass is green and the girls are pretty Oh won't you please take me home Take me down to the paradise city Where the grass is green and the girls are pretty Take me home, yeah yeah Take me down to the paradise city Where the grass is green and the girls are pretty Oh won't you please take me home I wanna go, I wanna go Oh won't you please take me home I wanna see how good it can be Oh won't you please take me home Take me down to the paradise city Where the grass is green and the girls are pretty Take me home Take me down to the paradise city Where the grass is green and the girls are pretty Oh won't you please take me home Take me down, lead me 'round Oh won't you please take me home I wanna see, what a woman can be I want to take you home Take me down to the paradise city Where the grass is green and the girls are pretty Oh won't you please take me home I wanna go, I wanna know Oh won't you please take me home",,,
37,,,,
38,"The dawn is breaking A light shining through You're barely waking And I'm tangled up in you Yeah I'm open, you're closed Where I follow, you'll go I worry I won't see your face Light up again Even the best fall down sometimes Even the wrong words seem to rhyme Out of the doubt that fills my mind I somehow find You and I collide I'm quiet you know You make a first impression I've found I'm scared to know I'm always on your mind Even the best fall down sometimes Even the stars refuse to shine Out of the back you fall in time I somehow find You and I collide Don't stop here I've lost my place I'm close behind Even the best fall down sometimes Even the wrong words seem to rhyme Out of the doubt that fills your mind You finally find You and I collide You finally find You and I collide You finally find You and I collide",,,
39,,,,
40,,,,
41,,,,
42,,,,
43,"Come as you are, as you were As I want you to be As a friend, as a friend As an known enemy Take your time, hurry up The choice is yours, don't be late Take a rest as a friend As an old Memoria, memoria Memoria, memoria Come doused in mud, soaked in bleach As I want you to be As a trend, as a friend As an old Memoria, memoria Memoria, memoria And I swear that I don't have a gun No I don't have a gun No I don't have a gun Memoria, memoria Memoria, memoria (No I don't have a gun) And I swear that I don't have a gun No I don't have a gun No I don't have a gun No I don't have a gun No I don't have a gun",,,
44,,,,
45,"So at my show on Monday I was told that someday You'd be on your way to better things It's not about your make-up Or how you try to shape up To these tiresome paper dreams Paper dreams honey So now you pour your heart out You're telling me you're far out You're all about to lie down for your cause But you don't pull my strings 'Cause I'm a better man Moving on to better things But uh oh, I love her because She moves in her own way But uh oh, she came to my show Just to hear about my day And at the show on Tuesday She was in her mindset Tempered firs and spangled boots Looks are deceiving Making me believe it And these tiresome paper dreams Paper dreams honey, yeah So won't you go far Tell me you're a keeper You're all about to lie down for your cause But you don't pull my strings because 'Cause I'm a better man Moving on to better things But uh oh, I love her because She moves in her own way But uh oh, she came to my show Just to hear about my day Yes our wish's that we never made it Through all the summers We kept them up instead of Kicking us back down to the suburbs Yes our wish's that we never made it Through all the summers We kept them up instead of Kicking us back down to the suburbs But uh oh, I love her because She moves in her own way But uh oh, she came to my show Just to hear about my day But uh oh, I love her because She moves in her own way But uh oh, she came to my show Just to hear about my day",,,
46,"I am one as you are three Try to find messiah in your trinity Your city to burn Your city to burn Try to look for something In your city to burn, you'll burn Am I as I seem? I'm down Down, so down  Time is right for a guiding light Try to turn to reasons in your bitter life Your city to burn Your city to burn Try to look for something In your city to burn, you'll burn See you, don't you just want to See you, I am one See you, don't you just want to See you See you, don't you just want to See you, I am one See you, don't you just want to See you, I am one",,,
47,,,,
48,,,,
49,"Telling Layla's story spoken 'Bout how all her bones are broken Hammers fall on all the pieces Two months in the cover creases Here she stands today In her brilliant shining way Fully alive More than most, ready to smile, and love life Fully alive and she knows How to believe in futures All my complaints shrink to nothing I'm ashamed of all my somethings She's glad for one day of comfort Only because she has suffered Here she stands today In her brilliant shining way Fully alive More than most, ready to smile, and love life Fully alive and she knows How to believe in futures Fully alive More than most, ready to smile, and love life Fully alive and she knows How to believe in futures Fully alive More than most, ready to smile, and love life Fully alive and she knows How to believe in futures","I will break into your thoughts With what's written on my heart I will break, break I'm so sick, infected with Where I live Let me live without this Empty bliss, selfishness I'm so sick I'm so sick If you want more of this We can push out, sell out, die out So you'll shut up And stay sleeping With my screaming in your itching ears I'm so sick, infected with Where I live Let me live without this Empty bliss, selfishness I'm so sick I'm so sick Hear it, I'm screaming it You're heeding to it now Hear it, I'm screaming it You tremble at this sound You sink into my clothes This invasion makes me feel Worthless, hopeless, sick I'm so sick, infected with Where I live Let me live without this Empty bliss, selfishness I'm so, I'm so sick I'm so sick, infected with Where I live Let me live without this Empty bliss, selfishness I'm so (I'm so) I'm so sick (I'm so sick) I'm so (I'm so) I'm so sick (I'm so sick)",,
50,,,,
51,,,,
52,,,,
53,"Not 'til you halo all over me I'll come over Not 'til it shimmers 'round your skull I'll be yours I weave for you The marvellous web Glow in the dark threads All neon like The cocoon surrounds you Embraces all So you can sleep Foetus-style And they will assist us 'Cause we're asking for help And the luminous beam It feeds you Henh-yeah, henh-yeah The soft distortion Fills you up Nourish nourish Your turtleheart And they will assist us 'Cause we're asking for help And the luminous beam It feeds you Henh-yeah, yeah Don't get angry with yourself Don't, don't get angry with yourself I'll heal you With a razorblade I'll cut a slit open And the luminous beam Feeds you honey, heals you Don't get angry with yourself Don't get angry with yourself Don't get angry with yourself Don't get angry with yourself I'll heal you I'll heal you Luminous I'll heal you",,,
54,,,,
55,"The tyranny of trying to know Everything takes over the freedom of the mind To find it's own quest knowing more about Lets end lets long, enough stand in, closer Of violence fair to these not then quandary Fainting of the tendrils that are in my chest as my mate and me are Pull me out Pull me out alive Pull me out Pull me out alive Oh take me to cities where all hot spots are Inform the institutions from the defunct Soviet union when every arrow Will be defined as post war to be a bossed College course right if the universe is raised And then body you will Pull me out Pull me out alive Pull me out Pull me out alive Pull me out Pull me out alive Pull me out Pull me out alive",,,
56,,,,
57,,,,
58,,,,
59,,,,
60,,"I've been waiting I've been waiting for this moment all my life But it's not quite right And this real It's impossible if possible At whose blind word So clear but so unheard I've been waiting I've been waiting for this silence all night long It's just a matter of time To appear sad With the same old decent lazy eye Fixed to rest on you Aim free and so untrue Everyone's so intimately rearranged Everyone's so focused clearly with such shine Everyone's so intimately rearranged Everyone's so focused clearly with such shine Lost and loaded Still the same old decent lazy eye Straight through your gaze That's why I said I relate I said we relate It's so fun to relate It's the room, the sun, and the sky The room, the sun, and the sky I've been waiting I've been waiting for this moment",,
61,,,,
62,,,,
63,"My shadow side, so amplified Keeps coming back dissatisfied Elementary, son, but it's soul My love affair with everywhere Was innocent, why do you care? Someone start the car Time to go You're the best I know My sunny side has up and died I'm betting now where we collide The universe will shift into a low The travesties that we have seen Are treating you like Benzedrine Automatic laughter from a pro My, what a good day for a walk outside I'd like to get to know you a little better baby God knows that I really have tried My what a good day for a take-out bride I'd like to say we did it for the better, oh I saw you there so unaware Those hummingbirds all in your hair Elementary, son, but it's soul The disrepair of Norma Jean Could not compare to your routine Balarama beauty going toe-to-toe My, what a good day for a, let it slide I'd like to say we did it for the better, oh I thought about it and I brought it out I'm motivated by the lack of doubt I'm consecrated, but I'm not devout The mother, the father, the daughter, yeah Right on the verge, just one more dose I'm traveling from coast to coast My theory isn't perfect, but it's close I'm almost there, why should I care? My heart is hurting when I share Someone open up, let it show My what a good day for a, walk outside I'd like to think we did it for the better, oh I thought about it and I brought it out I'm motivated by the lack of doubt I'm consecrated but I'm not devout The mother, the father, the daughter Oh, you don't form in the wet sand You don't form at all Oh, you don't form in the wet sand I do Yeah You don't form in the wet sand You don't form at all Oh, you don't form in the wet sand I do Yeah",,,
64,,,,
65,,"Pick apart The pieces of your heart And let me peer inside Let me in Where only your thoughts have been Let me occupy your mind As you do mine You have lost Too much love To fear, doubt and distrust Its not enough You just threw away the key To your heart You don't get burned 'Cause nothing gets through It makes it easier Easier on you But that much more difficult for me To make you see Love ain't fair So there you are My love Your heart's a mess You won't admit to it It makes no sense But I'm desperate to connect And you, you can't live like this Your heart's a mess You won't admit to it It makes no sense But I'm desperate to connect And you, you can't live like this Your heart's a mess You won't admit to it It makes no sense But I'm desperate to connect And you can't live like this Love ain't safe You won't get hurt if you stay chaste So you can wait But I don't wanna waste my love",,
66,,,,
67,"I'd stay the hand of god, but the war is on your lips How can I brace myself for razor blades on whips When everything with meaning is shattered, broken, screaming And I'm lost inside this darkness and I fear I won't survive I could pray and trick with a double tongue, but the only fool here's me I choose the way to go, but the road won't set me free 'cause I wish you'd see me, baby, save me, I'm going crazy Tryin' to keep us real, keep us alive This day will die tonight and there ain't no exception We shouldn't wait for nothing to wait for Love me in this fable, babe, my heart is in your hand Our time is waiting right outside your door And maybe tomorrow is a better day I do not deal the cards and I play a lousy hand I celebrate no victories and my promises are sand Against all this I contrast you, when all is lost the war is through Hey angel, dare the winds now we can fly This day will die tonight and there ain't no exception Why should I wait for nothing to wait for Let me love you in this fable, hold your heart in my hand Our time is waiting right outside your door And maybe tomorrow is a better day This day will die tonight and there ain't no exception Why should I wait for nothing to wait for I won't cry for my solitude, lay my head and dream of you And hope that you'll come knocking on my door And maybe tomorrow is a better day I know tomorrow is a better day",,,
68,"The curtain's closed No way home The nectar of life run dry These tainted words Made to hurt Cut in me with its' knife Eating my mind And with each bite I'm begging ""Please Lord, no"" This place is a mess The one has gone Lovesongs, they kill me They kill me... Now Love songs are killing me Are killing me... Right now Trained to attack Bull eye shot in black I never thought they'd get me These pictures in my head... Lying in my bed... These whips make me bleed This place is a mess My one has gone Love songs, they kill me They kill me... Now Love songs are killing me Are killing me... Right now Love songs are killing me Are killing me... Right now I can't hear the sceneries Of constant tragedies Of what I meant to feel no more 'cause I'm already dead And I just cannot bear To hear another word no more Love songs, they kill me They kill me... Now Love songs are killing me Are killing me... Right now Love songs are killing me Are killing me... Right now Love songs are killing me Are killing me... Right now",,,
69,"Spent a week in a dusty library Waiting for some words to jump at me We met by a trick of fate French navy my sailor mate We met by the moon on a silvery lake You came my way Said, I want you to stay You with your dietary restrictions Said you loved me with a lot of conviction I was waiting to be struck by lightning Waiting for somebody exciting Like you Oh, the thing that you do You make me go ooh With the things that you do (you do, you do) I wanted to control it But love, I couldn't hold it I wanted to control it But love, I couldn't hold it I'll be criticized for lending out my art I was criticized for letting you break my heart Why would I stand the disappointed looks Fully grown but I'm all on tender hooks Ooh with the looks On tender hooks Ooh, with the looks, the looks, the looks I wanted to control it But love, I couldn't hold it I wanted to control it But love, I couldn't hold it Relationships were something I used to do Convince me they are better for me and you We met by a trick of fate French navy, my sailor I wanted to control it But love, I couldn't hold it I wanted to control it But love, I couldn't hold it",,,
70,,,,
71,"We were running though the town Our senses had been drowned A place we hadn't been before We learned to live and then Our freedom came to an end We have to break down this wall Too young to live a lie Look into my eyes Ready, set, go it's time to run The sky is changing we are one Together we can make it while the world is crashing down Don't you turn around We are looking back again Our loneliness and pain Never been so wide awake Breathe slowly in and out Somewhere beyond the clouds I can see the morning break Too young to live a lie Look into my eyes Ready, set, go it's time to run The sky is changing we are one Together we can make it while the world is crashing down Don't you turn around Leave it all behind you now The final wall is breaking down We are all it's all about Nothing can stop us now I promise you right know I never let you down Ready, set, go it's time to run The sky is changing we are one Together we can make it while the world is crashing down Don't you turn around Ready, set, go it's time to run The sky is changing we are one Together we can make it while the world is crashing down Don't you turn around Don't you turn around Don't you turn around",,,
72,"Come on over Do the twist (aha) Overdo it Have a fit (aha) Come on over Shoot the shit (aha) Love you so much Makes me sick (aha) Beat me out of me (beat it, beat it) She keeps it pumpin' strait in my heart.",,,
73,,,,
74,,,,
75,"I won't dance, don't ask me.  I won't dance, don't ask me.  I won't dance, madame, with you.  My heart won't let me do things they should do.  You know what? You're lovely.  You know what, you're lovely. You know what, you're so lovely. And, oh what you do to me.  I'm like an ocean wave that's bumped on the shore; I feel so absolutely stumped on the floor.  When you dance, you're charming and you're gentle,  'Specially when you do the Continental.  But this feeling isn't purely mental,  For heaven rest us, I'm not asbestos.  And that's why I won't dance, why should I?  I won't dance, how could I?  I won't dance. Merci beaucoup.  I know that music leads the way to romance,  So if I hold you in my arms, I won't dance. I won't dance, don't ask me.  I won't dance, don't ask me.  I won't dance, madame, with you.  My heart won't let my feet do things they want to do.  You know what? You're lovely, ring-a-ding, ding, you're lovely. And, oh what you do to me. I'm like an ocean wave that's bumped on the shore; I feel so absolutely stumped on the floor. When you dance, you're charming and you're gentle,  'Specially when you do the Continental. But this feeling isn't purely mental,  For heaven rest us, I'm not asbestos.  And that's why I won't dance.I won't dance.  I won't dance. Merci beaucoup.  I know that music leads the way to romance,  So if I hold you in my arms, I won't dance!",,,
76,"It took so long, for me to realize How strong your heart is And all this time, my mind was working In strange ways Looking back on the days, just wanna be free Through the love in your eyes Now I'm staring inside, just wanna be free Through the love in your eyes Sweet tides, pools of love Your eyes are full of... Sweet tides, pools of love Your eyes are full of... Sharp turn, my mind is a blur Slow passage through the air Looking back on the days All over your mind, just wanna be free Sweet tides, pools of love Your eyes are full of... Sweet tides, pools of love Your eyes are full of... It took so long, for me to realize How strong your heart is And all this time, my mind was working In strange ways Sharp turn, my mind is a blur Slow passage through the air Looking back on the days All over your mind, just wanna be free Sweet tides, pools of love Your eyes are full of... Sweet tides, pools of love Your eyes are full of...",,,
77,"The heart is a bloom Shoots up through the stony ground There's no room No space to rent in this town You're out of luck And the reason that you had to care The traffic is stuck And you're not moving anywhere You thought you'd found a friend To take you out of this place Someone you could lend a hand In return for grace It's a beautiful day Sky falls, you feel like It's a beautiful day Don't let it get away You're on the road But you've got no destination You're in the mud In the maze of her imagination You're lovin' this town Even if that doesn't ring true You've been all over And it's been all over you It's a beautiful day Don't let it get away It's a beautiful day Touch me Take me to that other place Teach me I know I'm not a hopeless case See the world in green and blue See China right in front of you See the canyons broken by cloud See the tuna fleets clearing the sea out See the Bedouin fires at night See the oil fields at first light And see the bird with a leaf in her mouth After the flood all the colors came out It was a beautiful day Don't let it get away Beautiful day Touch me Take me to that other place Reach me I know I'm not a hopeless case What you don't have you don't need it now What you don't know you can feel it somehow What you don't have you don't need it now Don't need it now Was a beautiful day",,,
78,,,,
79,"Man, you got a lot of jokes to tell So you throw your baby's pennies down the well Give a little more than you like Pick apart the past, you're not going back Don't you waste your time No, oh, oh Oh, oh, oh, oh, oh, oh, oh, oh Oh, oh, oh, oh, oh, oh, oh Gila-a Gila-a-a-a-a Gila-a-a-a Sure, you've got a handle on the past It's why you keep your little lovers in your lap Give a little more than you like Pick apart the past, you're not going back Don't you waste your time No, oh, oh Oh, oh, oh, oh, oh, oh, oh, oh Oh, oh, oh, oh, oh, oh, oh Gila-a Gila-a-a-a-a Gila-a-a-a Hoping for the last ship to arrive I am blessed with a kingdom, half mine Gila-a Gila-a-a-a-a Gila-a Gila-a-a-a-a Gila-a-a-a-a Gila-a-a-a-a",,,
80,,,,
81,,,,
82,"Money talks But it don't sing and dance And it don't walk And long as I can have you here with me I'd much rather be Forever in blue jeans Honey's sweet But it ain't nothin' next to baby's treat And if you pardon me I'd like to say We'll do okay Forever in blue jeans Maybe tonight Maybe tonight, you and I All alone by the fire Nothing around But the sound of my heart And your sighs Money talks But it don't sing and dance And it don't walk And long as I can have you here with me I'd much rather be Forever in blue jeans, babe",,,
83,,,,
84,,,,
85,,,,
86,"Sucker love is heaven sent You pucker up  our passion's spent My hearts a tart your body's rent My body's broken yours is bent Carve your name into my arm Instead of stressed  I lie here charmed Cause there's nothing else to do Every me and every you Sucker love  a box I choose No other box I choose to use Another love I would abuse No circumstances could excuse In the shape of things to come Too much poison come undone Cause there's nothing else to do Every me and every you Every me and every you Every me Sucker love is known to swing Prone to cling and waste these things Pucker up for heavens sake There's never been so much at stake I serve my head up on a plate It's only comfort, calling late Cause there's nothing else to do Every me and every you Every me and every you Every me, Every me and every you Every me Like the naked leads the blind I know I'm selfish, I'm unkind Sucker love I always find Someone to bruise and leave behind All alone in space and time There's nothing here but what here's mine Something borrowed, something blue Every me and every you Every me and every you Every me Every me and every you Every me",,,
87,,,,
